"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Total.attacking","Total.skill","Total.movement","Total.power","Total.mentality","Weak.foot"
"J. McClean",29,71,71,3,"Attacker",2300000,30000,3,334,345,371,347,343,2
"Tete",18,71,84,5,"Attacker",4200000,500,3,289,308,367,306,239,3
"N. De Pauw",28,71,71,1,"Attacker",2400000,10000,3,346,329,360,364,308,4
"J. Marriott",23,71,76,2,"Attacker",3200000,30000,2,301,237,406,360,269,4
"J. Riojas",30,71,71,NA,"Attacker",0,0,3,308,313,404,316,282,3
"M. Maolida",19,71,81,4,"Attacker",3800000,10000,4,310,306,383,309,258,4
"A. Mabil",22,71,79,3,"Attacker",3500000,15000,4,272,317,408,279,242,3
"N. Ampomah",22,71,76,2,"Attacker",3200000,9000,3,285,296,405,362,254,5
"D. Čop",28,71,71,NA,"Attacker",2400000,15000,3,336,342,314,340,301,3
"Paulinho",17,71,86,4,"Attacker",4700000,15000,4,291,339,390,343,272,2
"A. Giannou",28,71,71,NA,"Attacker",0,0,3,318,283,317,363,282,4
"M. Sprocati",24,71,73,NA,"Attacker",2900000,20000,3,301,310,365,296,232,4
"C. Hudson-Odoi",17,71,89,1,"Attacker",4700000,30000,4,298,347,388,318,254,3
"M. Pereira Lage",21,71,81,2,"Attacker",3800000,4000,3,348,343,375,369,285,3
"Guillermo",25,71,74,1,"Attacker",3e+06,9000,3,326,317,364,359,282,3
"H. Bandé",19,71,80,4,"Attacker",3600000,7000,3,318,277,394,342,278,4
"I. Oblyakov",19,71,82,4,"Attacker",3900000,500,3,324,368,370,332,306,2
"A. Rodríguez",29,71,71,4,"Attacker",2400000,7000,2,304,240,329,341,294,3
"S. Prevljak",23,71,76,3,"Attacker",3200000,20000,3,332,283,349,354,277,3
"J. Sambenito",26,71,72,NA,"Attacker",0,0,2,315,271,345,348,265,3
"M. Bruno",24,71,73,2,"Attacker",2900000,9000,3,332,357,378,348,276,3
"Y. Touzghar",31,71,71,3,"Attacker",2100000,7000,3,323,285,366,357,253,3
"C. Wickham",25,71,74,2,"Attacker",3e+06,30000,3,335,314,280,343,293,3
"G. Gillet",34,71,71,1,"Attacker",725000,7000,3,339,337,310,366,359,3
"Suso Santana",33,71,71,1,"Attacker",1400000,8000,4,297,319,410,352,336,3
"W. Camacho",32,71,71,0,"Attacker",1800000,10000,3,313,339,367,344,340,4
"Adeilson Gesser",26,71,71,2,"Attacker",2500000,10000,3,337,312,404,288,293,2
"Á. Henríquez",24,71,74,0,"Attacker",3100000,9000,3,335,300,358,341,263,4
"J. Cuero",30,71,71,NA,"Attacker",2200000,2000,3,322,276,414,339,271,2
"M. Pajač",25,71,72,NA,"Attacker",2800000,10000,3,319,349,347,322,307,2
"K. Lee",30,71,71,1,"Attacker",2200000,20000,3,325,298,348,316,322,3
"B. Koita",27,71,71,2,"Attacker",2500000,10000,3,316,290,338,348,243,4
"Heltinho Melo",34,71,71,2,"Attacker",1200000,10000,3,320,357,387,275,325,3
"Nascimentardo",30,71,71,1,"Attacker",2200000,15000,3,326,359,394,230,291,2
"P. Barrera",31,71,71,4,"Attacker",2100000,15000,3,312,337,359,343,315,4
"N. Leiva",21,71,79,2,"Attacker",3500000,6000,3,298,340,374,294,279,3
"R. van La Parra",27,71,71,1,"Attacker",2500000,30000,4,279,341,378,302,283,3
"H. Goitom",33,71,71,0,"Attacker",1500000,8000,3,335,324,278,331,328,2
"S. Hierländer   B",27,71,71,2,"Attacker",2500000,15000,3,328,348,356,354,323,3
"M. Manotas",22,71,77,2,"Attacker",3300000,6000,3,318,271,358,333,301,2
"C. Obasi",32,71,71,0,"Attacker",1900000,8000,3,343,341,339,339,309,3
"J. Garro",25,71,72,3,"Attacker",2800000,10000,3,324,292,372,326,254,3
"Varela",33,71,71,0,"Attacker",1400000,10000,3,341,339,364,343,303,5
"Hwang Il Soo",30,71,71,3,"Attacker",2200000,7000,3,311,317,420,298,293,3
"L. Ramos",28,71,71,0,"Attacker",2400000,7000,3,329,254,356,348,289,3
"Fernando Andrade",25,71,74,4,"Attacker",3e+06,9000,3,314,289,321,357,279,2
"Mama Baldé B",22,71,79,NA,"Attacker",3500000,8000,3,326,296,393,372,306,3
"J. Pérez",27,71,71,NA,"Attacker",2500000,4000,3,324,353,382,351,289,3
"F. Jensen",20,71,79,4,"Attacker",3500000,10000,3,332,313,350,359,288,3
"M. Chirinos",23,71,75,1,"Attacker",3100000,5000,3,314,302,403,331,266,4
"Rafael Lopes",26,71,71,0,"Attacker",2600000,7000,3,330,246,321,377,296,4
"D. Texeira",27,71,71,1,"Attacker",2500000,6000,3,324,297,331,358,281,4
"Vinícius",23,71,78,NA,"Attacker",3400000,30000,3,304,254,319,358,255,2
"M. Fouzair",26,71,71,NA,"Attacker",2500000,15000,3,273,343,373,305,258,4
"Puado",20,71,83,3,"Attacker",4300000,15000,3,312,272,362,310,239,3
"D. Moberg Karlsson",24,71,73,3,"Attacker",2900000,1000,3,303,320,375,337,247,4
"S. Michel",27,71,71,2,"Attacker",2500000,10000,3,316,313,392,354,273,3
"J. Harrison",21,71,80,NA,"Attacker",3600000,20000,3,303,329,389,321,291,2
"S. Guirassy",22,71,79,NA,"Attacker",3500000,10000,4,324,319,339,336,285,3
"J. Wallace",24,71,74,2,"Attacker",3e+06,9000,3,301,337,369,338,292,4
"J. Lucumi",23,71,76,1,"Attacker",3200000,4000,4,284,302,377,323,287,3
"T. Chevalier",31,71,71,2,"Attacker",2100000,10000,3,342,340,372,361,318,4
"D. Alar",28,71,71,3,"Attacker",2400000,15000,3,318,328,364,368,297,4
"O. Omoijuanfo",24,71,75,2,"Attacker",3100000,6000,3,322,318,337,360,320,4
"Eltildo Bessa",34,71,71,2,"Attacker",1200000,15000,3,308,331,430,291,269,3
"B. Samudio",22,71,79,2,"Attacker",3500000,9000,3,322,291,363,351,296,3
"B. Marshall",27,71,71,NA,"Attacker",2500000,10000,3,328,365,351,336,315,4
"P. Köpke",22,71,78,3,"Attacker",3400000,15000,3,337,294,380,360,260,3
"M. Waghorn",28,71,71,2,"Attacker",2400000,30000,3,338,334,342,371,308,4
"Alejandro Rodríguez",26,71,71,NA,"Attacker",2600000,4000,3,313,306,376,359,258,2
"O. Nguette",23,71,74,3,"Attacker",3e+06,6000,3,316,326,389,324,284,3
"K. Higashi",27,71,71,2,"Attacker",2500000,8000,3,320,317,353,357,336,4
"Túlio Sandoiro",34,71,71,2,"Attacker",1200000,10000,4,333,342,325,351,298,3
"Hélder Barbosa",31,71,71,4,"Attacker",2100000,10000,4,310,355,384,341,319,4
"B. Sako",30,71,71,0,"Attacker",2200000,30000,3,331,351,351,360,326,3
"P. Onuachu",24,71,76,2,"Attacker",3200000,15000,3,305,288,304,305,301,2
"A. Baby",29,71,71,1,"Attacker",2300000,10000,3,310,313,363,383,338,3
"J. Eggestein",20,71,83,3,"Attacker",4200000,15000,3,338,315,356,321,278,4
"L. Júnior",27,71,71,2,"Attacker",2500000,7000,4,312,289,378,377,258,4
"Y. Erdoğan",25,71,71,1,"Attacker",2600000,10000,3,314,357,413,358,298,4
"C. Embalo",23,71,76,NA,"Attacker",3200000,3000,3,294,322,408,332,231,3
"F. Sotoca",27,71,71,2,"Attacker",2500000,6000,3,344,321,347,368,288,3
"H. Abe",28,71,71,2,"Attacker",2400000,8000,3,290,280,378,280,263,5
"M. Cuero",25,71,72,NA,"Attacker",2800000,10000,3,316,301,387,338,231,3
"S. Plavšić",22,71,77,2,"Attacker",3200000,1000,3,281,337,415,344,282,3
"Fernando",19,71,85,4,"Attacker",5e+06,500,3,266,298,388,263,231,3
"D. Villalva",25,71,71,NA,"Attacker",2600000,8000,4,333,342,402,320,289,4
"T. Oar",26,71,71,1,"Attacker",2500000,3000,3,289,352,387,312,272,4
"Paco Montañés",31,71,71,0,"Attacker",2100000,8000,3,301,338,413,348,281,4
"P. Frankowski",23,71,76,3,"Attacker",3200000,5000,3,310,308,397,337,283,3
"C. Akpom",22,71,78,2,"Attacker",3400000,1000,3,312,260,370,364,263,3
"J. David",18,71,85,3,"Attacker",4900000,8000,3,318,280,381,345,233,5
"M. Tosetti",26,71,71,2,"Attacker",2500000,10000,3,304,336,372,294,282,4
"Kim In Seong",28,71,71,3,"Attacker",2400000,7000,3,309,307,405,280,239,3
"A. Budimir",26,71,71,NA,"Attacker",2600000,8000,3,315,239,288,333,263,4
"A. Voglsammer",26,71,72,2,"Attacker",2800000,10000,3,312,278,366,377,306,3
"S. Doi",26,71,72,2,"Attacker",2800000,10000,3,346,328,366,321,285,4
"J. Dilrosun",20,71,86,3,"Attacker",5e+06,10000,3,288,297,392,270,253,2
"Fredy",28,71,71,1,"Attacker",2400000,15000,4,294,325,425,307,285,3
"Marcos Júnior",25,71,74,1,"Attacker",3e+06,5000,3,320,328,414,315,273,4
"R. Bajić",24,71,76,NA,"Attacker",3200000,15000,3,317,311,299,321,241,3
"M. Le Bihan",28,71,71,1,"Attacker",2400000,20000,3,323,305,319,339,309,3
"G. Litteri",30,71,71,2,"Attacker",2300000,3000,2,296,295,331,373,250,3
"M. Al Buraik",25,71,73,3,"Attacker",2400000,20000,3,298,342,372,343,321,3
"Álvaro",27,71,71,NA,"Attacker",2500000,8000,3,329,314,349,353,296,3
"R. Del Castillo",22,71,78,3,"Attacker",3300000,15000,3,317,352,386,329,286,3
"A. Claude Maurice",20,71,86,3,"Attacker",5e+06,5000,3,296,311,405,305,251,3
"J. Hugill",26,71,72,NA,"Attacker",2800000,30000,3,327,247,334,385,306,2
"B. Kololli",26,71,71,2,"Attacker",2500000,10000,3,327,328,371,352,318,3
"W. Owusu",28,71,71,0,"Attacker",2400000,10000,2,331,269,325,364,310,4
"C. Adjapong",20,71,81,4,"Attacker",3800000,20000,3,299,300,350,278,320,3
"K. Wilczek",30,71,71,2,"Attacker",2300000,20000,3,337,300,331,370,337,3
"Luisinho Conradi",30,71,71,2,"Attacker",1700000,20000,3,303,344,361,329,303,3
"João Amaral",26,71,71,3,"Attacker",2500000,8000,3,307,329,410,314,271,3
"R. López",25,71,73,4,"Attacker",2400000,15000,3,331,361,336,357,315,3
"Ö. Şişmanoğlu",28,71,71,2,"Attacker",2400000,10000,3,329,277,346,347,295,3
"J. Cádiz",22,71,78,1,"Attacker",3400000,5000,3,295,240,302,332,287,2
"Camacho",24,71,74,3,"Attacker",3e+06,8000,4,293,347,391,310,272,3
"L. Jutkiewicz",29,71,71,3,"Attacker",2400000,20000,3,330,289,312,376,324,4
"J. Dompé",22,71,76,1,"Attacker",3200000,15000,3,317,375,389,353,284,2
"D. Barbona",23,71,76,1,"Attacker",3200000,8000,3,305,330,382,330,261,4
"C. Songkrasin",24,71,74,1,"Attacker",3100000,4000,5,307,331,411,289,266,3
"B. Jeannot",26,71,72,2,"Attacker",2800000,10000,3,323,292,337,328,283,3
"Rildo",29,71,71,2,"Attacker",2300000,5000,3,294,322,386,326,274,3
"A. Diomande",28,71,71,1,"Attacker",2400000,7000,3,307,267,362,375,291,3
"Rafa Mir",21,71,82,NA,"Attacker",4100000,7000,3,337,287,334,353,290,2
"Kim Seung Joon",23,71,73,1,"Attacker",3e+06,6000,4,332,275,400,339,305,4
"M. Petržela",35,71,71,1,"Attacker",1e+06,500,3,308,323,387,326,281,3
"C. Quintero",29,71,71,0,"Attacker",2300000,2000,3,311,289,334,343,314,3
"G. Lovrencsics",29,71,71,NA,"Attacker",0,0,3,321,313,400,387,328,4
"H. Veerman",27,71,71,2,"Attacker",2500000,15000,2,291,218,274,362,279,3
"N. Đurđić",32,71,71,2,"Attacker",1900000,6000,3,326,309,354,352,349,4
"J. Cabot",24,71,74,1,"Attacker",3e+06,6000,3,289,309,419,305,241,3
"P. Cucchi",25,71,74,3,"Attacker",3e+06,5000,2,322,298,375,341,296,4
"Ukra",30,71,71,2,"Attacker",2200000,5000,3,333,364,371,345,301,4
"A. Gomaa",30,71,71,2,"Attacker",2300000,15000,3,317,297,326,336,279,4
"T. Boyd",23,71,75,NA,"Attacker",3100000,10000,3,290,304,394,331,227,3
"K. Acosta",22,71,78,2,"Attacker",3300000,5000,3,320,360,374,389,342,5
"J. Beauguel",26,71,72,3,"Attacker",2800000,1000,3,302,279,289,340,291,3
"F. Márquez",30,71,71,1,"Attacker",2300000,10000,3,307,271,349,383,271,3
"Diogo Gonçalves",21,71,79,NA,"Attacker",3500000,20000,3,316,346,386,356,297,4
"A. Weimann",26,71,71,2,"Attacker",2600000,30000,3,317,313,371,343,333,3
"L. Singh",20,71,83,NA,"Attacker",4200000,6000,3,308,331,425,273,247,4
"S. Doukara",26,71,71,2,"Attacker",2600000,15000,3,320,314,297,330,268,3
"Y. Shakhov",27,71,71,0,"Attacker",2500000,1000,3,309,331,322,338,305,4
"Ö. Çek",27,71,71,1,"Attacker",2e+06,9000,3,322,359,381,345,316,2
"C. O'Dowda",23,71,77,1,"Attacker",3200000,20000,3,305,315,392,321,269,2
"J. Siebatcheu",22,71,78,4,"Attacker",3400000,20000,3,331,284,320,347,262,3
"Rodri",28,71,71,1,"Attacker",2400000,8000,3,321,293,391,362,290,4
"S. Lletget",25,71,72,3,"Attacker",2800000,6000,4,324,327,368,330,309,5
"E. Calaió",36,71,71,1,"Attacker",850000,4000,3,336,313,349,349,290,2
"A. Saelemaekers",19,71,83,3,"Attacker",4100000,7000,3,304,354,374,320,300,4
"A. Traustason",25,71,74,2,"Attacker",3e+06,6000,3,309,339,391,344,333,3
"J. Isijara",28,71,71,0,"Attacker",2400000,15000,3,304,309,338,343,258,3
"R. Nouri",33,71,71,0,"Attacker",1400000,6000,3,335,312,382,342,271,3
"S. Palacios",26,71,71,NA,"Attacker",2500000,10000,3,308,310,421,342,297,3
"Tomané",25,71,74,1,"Attacker",3e+06,5000,2,324,264,320,372,288,3
"A. Søderlund",30,71,71,1,"Attacker",2300000,6000,2,328,293,309,365,317,4
"Alexandre Guedes",24,71,76,4,"Attacker",3200000,7000,3,334,274,327,352,243,3
"G. Wikheim",25,71,72,2,"Attacker",2800000,15000,4,310,303,403,280,260,4
"D. Lekić",33,71,71,1,"Attacker",1500000,8000,3,328,295,253,329,283,3
"K. Zohore",24,71,74,1,"Attacker",3100000,30000,3,303,281,283,328,300,3
"D. Dwyer",27,71,71,1,"Attacker",2500000,7000,3,309,301,358,375,291,3
"A. Ienaga",32,71,71,1,"Attacker",1800000,7000,3,326,340,363,345,291,4
"J. Morris",23,71,76,1,"Attacker",3200000,6000,3,312,276,384,368,305,2
"R. Glatzel",24,71,74,1,"Attacker",3100000,9000,2,311,244,276,331,260,4
"Y. Candelo",26,71,71,2,"Attacker",2500000,5000,3,320,350,407,370,324,3
"L. Tawamba",28,71,71,1,"Attacker",2400000,15000,3,295,241,324,374,266,3
"Cristian López",29,71,71,1,"Attacker",2400000,15000,3,297,258,347,360,318,3
"R. Beerens",30,71,71,2,"Attacker",2200000,10000,3,312,337,363,298,278,4
"B. Róchez",23,71,75,1,"Attacker",3100000,8000,3,319,254,354,350,278,2
"M. Cauteruccio",31,71,71,4,"Attacker",2100000,15000,3,330,341,340,360,307,3
"L. Mancuso",26,71,72,NA,"Attacker",2800000,4000,3,330,303,388,355,295,4
"L. Lollo",27,71,71,NA,"Attacker",2400000,4000,3,315,341,376,368,327,3
"S. Maguire",24,71,75,1,"Attacker",3100000,10000,3,301,253,421,327,281,3
"J. Böðvarsson",26,70,71,1,"Attacker",2100000,20000,3,321,319,334,352,270,4
"N. Sarenren Bazee",21,70,78,2,"Attacker",2600000,15000,3,309,302,390,292,239,3
"S. Šćepović",28,70,70,0,"Attacker",1800000,7000,2,319,294,303,348,274,2
"D. Solanke",20,70,83,4,"Attacker",3500000,30000,3,325,302,335,340,267,3
"A. González",25,70,72,0,"Attacker",1800000,4000,3,324,325,375,385,322,4
"P. Rojas",26,70,70,4,"Attacker",1900000,2000,3,283,263,413,318,258,2
"D. Batallini",22,70,78,2,"Attacker",2600000,7000,3,305,292,348,324,313,2
"Á. Sepúlveda",27,70,70,0,"Attacker",1900000,8000,3,327,323,348,355,300,3
"V. Angulo",29,70,70,3,"Attacker",1800000,20000,3,334,267,362,345,283,3
"Gustavo Sauer",25,70,71,2,"Attacker",2100000,6000,4,312,359,350,326,264,3
"V. Kadlec",26,70,71,1,"Attacker",2100000,1000,3,317,308,397,334,316,4
"D. Graham",32,70,70,1,"Attacker",1400000,20000,2,331,291,262,350,329,3
"Wellington",30,70,70,2,"Attacker",1700000,6000,3,330,278,268,364,286,4
"M. Saito",28,70,70,1,"Attacker",1800000,7000,3,295,335,382,295,245,4
"Naranjo",23,70,73,3,"Attacker",2300000,6000,3,322,336,356,331,250,4
"Y. Kakitani",28,70,70,4,"Attacker",1800000,7000,3,309,288,384,355,236,3
"H. Nielsen",24,70,73,NA,"Attacker",2300000,5000,3,330,290,330,339,300,4
"C. Ramirez",27,70,70,1,"Attacker",1900000,6000,3,289,275,313,357,294,3
"Lee Keun Ho",33,70,70,2,"Attacker",1100000,6000,4,319,317,383,346,317,4
"F. Platte",22,70,77,2,"Attacker",2500000,10000,3,301,271,310,344,265,3
"Gerard Valentín B",24,70,73,NA,"Attacker",1900000,5000,3,244,301,406,280,282,3
"D. Lemos",23,70,77,1,"Attacker",2500000,3000,3,326,281,361,346,261,3
"S. Silva",37,70,70,0,"Attacker",525000,8000,3,332,319,260,348,336,3
"A. Dona Ndoh",32,70,70,0,"Attacker",1400000,5000,3,306,274,312,343,269,2
"S. Dursun",26,70,71,2,"Attacker",2100000,10000,3,317,283,298,324,280,4
"I. Bangoura",33,70,70,NA,"Attacker",1100000,10000,3,325,291,332,343,290,3
"B. Carrasco",27,70,70,0,"Attacker",1900000,6000,3,312,326,394,322,316,3
"C. Şahin",23,70,74,NA,"Attacker",2300000,10000,4,265,350,422,312,267,2
"S. Muwashar",29,70,70,1,"Attacker",1700000,20000,3,293,334,421,359,285,4
"M. Matos",35,70,70,0,"Attacker",825000,6000,2,323,295,290,350,277,4
"A. La Mantia",27,70,70,3,"Attacker",1900000,4000,3,294,214,261,362,262,3
"Bismark",24,70,71,4,"Attacker",2100000,10000,3,300,336,406,331,293,4
"F. Amuzu",18,70,84,3,"Attacker",3700000,6000,4,286,323,410,336,237,5
"Ortuño",27,70,70,NA,"Attacker",1900000,5000,3,316,300,312,319,271,4
"M. Falzerano",27,70,70,3,"Attacker",1800000,3000,3,291,325,429,325,318,3
"A. Elmohamady",30,70,70,2,"Attacker",1300000,10000,3,336,353,353,372,322,3
"M. Bero",22,70,77,3,"Attacker",2500000,8000,3,329,336,355,355,305,4
"T. Necid",28,70,70,1,"Attacker",1800000,7000,3,319,294,300,345,309,3
"R. Dwamena",22,70,79,3,"Attacker",2800000,10000,3,313,288,360,356,266,3
"D. Valdés",27,70,70,0,"Attacker",1900000,3000,3,288,258,369,323,276,3
"W. Routledge",33,70,70,1,"Attacker",1100000,15000,3,309,302,372,312,276,2
"K. Laribi",27,70,70,2,"Attacker",1800000,4000,3,332,349,403,332,301,5
"C. Auzqui",27,70,70,NA,"Attacker",1900000,10000,3,345,319,375,360,317,3
"A. Stevanovic",27,70,70,2,"Attacker",1900000,5000,3,301,343,397,359,277,4
"N. Mihajlović",22,70,76,2,"Attacker",2400000,6000,3,313,322,371,295,254,2
"R. Gestede",29,70,70,1,"Attacker",1800000,30000,3,314,293,288,361,287,3
"J. Menéndez",24,70,73,2,"Attacker",2300000,10000,3,292,306,414,303,257,3
"Casadesús",33,70,70,1,"Attacker",1100000,7000,3,340,334,324,358,327,4
"A. Gojak",21,70,79,3,"Attacker",2700000,500,3,327,323,335,345,341,4
"P. Helland",28,70,70,1,"Attacker",1800000,6000,3,309,348,357,343,311,4
"D. Riascos",32,70,70,3,"Attacker",1400000,7000,3,315,302,365,376,271,3
"Y. Moreno",23,70,75,1,"Attacker",2400000,15000,3,273,313,367,301,286,3
"Francisco Trincão",18,70,83,4,"Attacker",3200000,4000,4,319,319,366,333,284,3
"Nono",27,70,70,2,"Attacker",1900000,7000,3,336,342,382,329,256,3
"M. Jacobs",26,70,70,1,"Attacker",1900000,30000,3,316,346,382,342,315,3
"J. Berthomier",28,70,70,2,"Attacker",1800000,5000,3,345,351,356,359,336,4
"B. Aouacheria",24,70,73,1,"Attacker",2300000,5000,3,323,300,343,319,301,3
"P. Wszołek B",26,70,70,0,"Attacker",1900000,7000,3,305,318,354,338,302,2
"R. Aarons",22,70,77,NA,"Attacker",2500000,15000,3,310,329,368,274,237,3
"L. Thy",26,70,71,1,"Attacker",2100000,7000,3,322,305,362,369,318,3
"P. Schobesberger",24,70,73,3,"Attacker",2300000,10000,3,313,316,402,346,280,4
"Rodrigo Pinho",27,70,70,2,"Attacker",1900000,7000,3,311,317,319,351,256,3
"L. Maina",19,70,83,3,"Attacker",3300000,9000,3,288,316,400,255,228,3
"S. Abdullahi",21,70,78,NA,"Attacker",2600000,15000,3,283,236,381,368,291,3
"Lucas Fernandes B",24,70,72,1,"Attacker",2200000,3000,3,309,273,398,310,247,2
"I. Dia",31,70,70,1,"Attacker",1600000,9000,3,338,318,386,334,251,3
"A. Galabinov",29,70,70,2,"Attacker",1800000,4000,3,320,318,252,363,254,2
"Iván Sánchez",25,70,71,1,"Attacker",2100000,5000,3,281,338,401,293,258,3
"C. Insaurralde",26,70,70,3,"Attacker",1900000,10000,3,327,295,382,348,293,3
"B. Garnica",22,70,76,0,"Attacker",2400000,10000,3,299,291,391,313,244,3
"Lee Seung Woo",20,70,76,2,"Attacker",2500000,3000,3,320,272,376,317,238,3
"S. Gakpé",31,70,70,1,"Attacker",1600000,10000,3,331,315,381,351,278,3
"F. Haugen",26,70,71,2,"Attacker",2100000,4000,3,321,337,370,348,339,3
"T. Bruns",26,70,71,NA,"Attacker",2100000,6000,3,319,346,354,342,324,4
"T. Awoniyi",20,70,79,NA,"Attacker",2800000,7000,2,323,265,354,364,267,2
"A. Pinamonti",19,70,86,NA,"Attacker",3800000,6000,3,305,260,331,332,249,3
"M. Antonsson",27,70,70,2,"Attacker",1900000,6000,3,319,264,359,345,299,4
"J. Villafaña",28,70,70,0,"Attacker",1400000,5000,3,311,318,380,315,304,3
"G. Gianniotas",25,70,71,2,"Attacker",2100000,1000,3,305,339,397,329,299,3
"M. D'Alessandro",27,70,70,NA,"Attacker",1900000,15000,3,297,303,409,297,238,3
"Macarinho Louro",30,70,70,2,"Attacker",1700000,8000,4,316,335,395,281,246,3
"R. Zhemaletdinov",21,70,78,4,"Attacker",2600000,500,3,307,320,370,303,274,3
"W. Grigg",26,70,70,3,"Attacker",1900000,10000,3,299,256,364,365,271,3
"R. McCormack",31,70,70,NA,"Attacker",1600000,6000,3,339,364,348,332,323,4
"K. Barbarouses",28,70,70,0,"Attacker",1800000,7000,3,317,294,404,347,294,3
"Ricardo Lopes",27,70,70,0,"Attacker",1900000,7000,4,329,332,353,354,301,4
"P. Hamel",24,70,75,4,"Attacker",2400000,6000,3,294,250,318,334,241,3
"L. Benegas",29,70,70,4,"Attacker",1800000,9000,2,309,250,332,385,276,4
"S. Hogan",26,70,71,NA,"Attacker",2100000,9000,3,296,282,380,310,266,3
"C. Penilla",27,70,70,4,"Attacker",1900000,5000,3,313,329,372,338,267,3
"B. Cufré",21,70,81,2,"Attacker",2600000,6000,3,314,330,364,368,323,3
"J. Windass",24,70,73,2,"Attacker",2300000,20000,3,315,330,397,337,293,3
"Jordi Mboula",19,70,85,3,"Attacker",3800000,15000,4,310,312,381,320,252,4
"P. Mahlambi",20,70,84,NA,"Attacker",0,0,3,298,308,363,280,277,4
"M. Robak",35,70,70,0,"Attacker",825000,5000,3,297,285,316,346,319,3
"S. Mosquera",23,70,76,0,"Attacker",2400000,5000,3,308,306,371,338,263,3
"T. Itō",21,70,81,2,"Attacker",3e+06,7000,4,268,316,427,244,215,4
"Nenê",34,70,70,1,"Attacker",925000,5000,2,333,300,305,356,306,3
"Diogildo Peixe",30,70,70,2,"Attacker",1700000,10000,3,332,304,373,315,277,4
"M. Bolados",22,70,77,2,"Attacker",2500000,5000,3,266,307,378,335,305,3
"N. Al Shamrani",34,70,70,0,"Attacker",925000,20000,2,327,276,354,385,327,3
"J. Meneses",25,70,71,4,"Attacker",2100000,15000,3,297,297,407,339,261,3
"J. Madueña",28,70,70,3,"Attacker",1400000,15000,3,299,321,362,324,325,3
"O. Burke",21,70,81,NA,"Attacker",3e+06,20000,3,287,298,383,312,258,3
"F. Kamberi",23,70,76,2,"Attacker",2500000,5000,3,316,288,342,348,284,3
"L. Nomenjanahary",32,70,70,2,"Attacker",1400000,6000,3,291,336,383,314,275,3
"N. Leguizamón",23,70,76,3,"Attacker",2500000,8000,3,302,260,347,365,251,3
"Gao Lin",32,70,70,0,"Attacker",1400000,10000,3,331,308,353,371,337,4
"M. Cash",20,70,81,2,"Attacker",3100000,20000,3,287,316,381,328,285,3
"B. Mansilla",21,70,81,NA,"Attacker",3e+06,7000,3,304,286,411,336,238,3
"I. Saadi",26,70,71,2,"Attacker",2100000,10000,3,307,290,338,361,288,3
"E. Gyasi",27,70,70,1,"Attacker",1900000,5000,3,298,304,388,345,259,3
"José Arnáiz",23,70,75,4,"Attacker",2400000,15000,4,322,303,403,330,266,4
"D. Man",19,70,82,NA,"Attacker",0,0,3,320,318,342,325,271,2
"D. Sorgić",28,70,70,2,"Attacker",1800000,10000,3,316,325,338,354,286,3
"H. Aiesh",23,70,75,3,"Attacker",2400000,3000,3,262,288,409,326,293,4
"M. Barragán",26,70,70,4,"Attacker",1900000,9000,3,331,313,352,359,298,4
"F. Ayité",29,70,70,1,"Attacker",1700000,30000,3,319,333,389,363,258,4
"E. Triverio",29,70,70,4,"Attacker",1800000,15000,3,308,287,303,359,285,4
"G. Obertan",29,70,70,2,"Attacker",1700000,9000,3,298,296,367,328,294,3
"Iriome",31,70,70,3,"Attacker",1600000,6000,3,320,293,343,360,249,4
"F. Campbell",30,70,70,0,"Attacker",1700000,15000,3,336,285,362,331,296,3
"K. Németh",29,70,70,0,"Attacker",1800000,6000,3,323,313,360,324,309,3
"J. Obita B",24,70,75,1,"Attacker",2e+06,15000,3,325,353,373,325,324,3
"G. Puşcaş",22,70,78,3,"Attacker",2700000,3000,3,308,307,349,328,285,3
"Nino",38,70,70,1,"Attacker",525000,4000,3,316,315,348,308,331,4
"C. Chávez",31,70,70,1,"Attacker",1600000,8000,3,316,307,377,315,269,3
"G. Kerk",22,70,75,4,"Attacker",2400000,10000,3,318,291,402,361,281,2
"A. Zapata",23,70,75,0,"Attacker",2400000,2000,3,286,302,365,334,248,3
"Xisco",32,70,70,0,"Attacker",1400000,7000,2,323,282,286,351,305,3
"Sevinho Santos",30,70,70,2,"Attacker",1700000,15000,3,308,317,325,332,260,3
"M. Quiroga",28,70,70,3,"Attacker",1800000,4000,2,293,291,321,356,279,2
"M. García",26,70,70,4,"Attacker",1900000,8000,3,273,316,372,311,302,3
"Derley",30,70,70,1,"Attacker",1700000,8000,3,338,298,341,355,302,3
"K. Musona",28,70,70,NA,"Attacker",1800000,10000,3,334,342,390,344,278,4
"Lucas João",24,70,73,2,"Attacker",2300000,15000,3,302,272,317,355,258,3
"N. Dyer",30,70,70,1,"Attacker",1700000,15000,3,279,306,406,324,300,3
"J. Toledo",32,70,70,1,"Attacker",1400000,8000,2,328,301,256,347,299,3
"E. Farias",30,70,70,1,"Attacker",1700000,3000,2,304,249,304,364,295,3
"Pedro Marques",20,70,84,4,"Attacker",3900000,7000,3,298,292,378,362,262,4
"F. Acuña",30,70,70,4,"Attacker",1700000,6000,3,289,309,393,315,276,4
"Y. Bammou",26,70,70,3,"Attacker",1900000,15000,3,349,341,317,360,326,3
"J. Bokila",29,70,70,4,"Attacker",1800000,10000,2,321,278,333,340,269,3
