"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Weak.foot","Total.attacking","Total.skill","Total.movement","Total.power","Total.mentality","Total.defending"
"Jeff Meirson",26,72,72,2,"Midfielder",2600000,10000,2,3,299,320,341,316,348,214
"M. Autret",27,72,72,1,"Midfielder",3300000,7000,3,3,315,337,366,320,302,115
"Maycon",20,72,81,4,"Midfielder",4800000,1000,3,2,303,348,352,360,332,199
"P. Stenzel B",22,72,77,2,"Midfielder",3500000,15000,3,3,297,302,328,328,317,214
"K. Peterson",23,72,77,1,"Midfielder",4200000,6000,4,5,332,349,370,353,286,86
"J. Kovařík",30,72,72,3,"Midfielder",2900000,1000,3,3,333,372,341,353,315,144
"I. Gómez",21,72,83,2,"Midfielder",4700000,9000,3,2,291,305,344,319,284,208
"C. Knasmüllner",26,72,73,2,"Midfielder",3700000,15000,3,3,309,357,389,348,317,118
"S. Hernández",31,72,72,0,"Midfielder",2700000,4000,3,4,306,345,319,328,285,159
"Ronaldo Vieira",19,72,81,4,"Midfielder",4e+06,10000,3,3,286,323,376,355,329,208
"André Santos",29,72,72,1,"Midfielder",3e+06,7000,3,3,316,357,321,359,316,217
"R. Lod",25,72,73,4,"Midfielder",3700000,7000,3,4,335,350,356,345,298,146
"E. Adu",27,72,72,1,"Midfielder",3200000,8000,3,3,228,341,348,289,290,192
"N. Höfler",28,72,72,2,"Midfielder",2500000,15000,2,3,272,304,317,342,308,207
"O. Etebo",22,72,81,4,"Midfielder",4700000,30000,3,4,328,348,399,380,343,221
"Ângelo Neto",26,72,72,0,"Midfielder",3300000,6000,3,2,297,342,330,348,342,188
"L. Phiri",23,72,78,2,"Midfielder",3600000,15000,3,3,315,340,373,332,323,214
"A. Mac Allister",19,72,86,NA,"Midfielder",6500000,5000,3,3,350,369,352,342,319,170
"K. Hansen",29,72,72,2,"Midfielder",2400000,15000,2,3,281,305,349,335,292,218
"Ricardo Ryller",24,72,77,3,"Midfielder",4100000,10000,3,4,306,327,325,356,322,198
"Oier",32,72,72,2,"Midfielder",1800000,8000,2,2,299,309,358,374,349,207
"Omar Ramos",30,72,72,1,"Midfielder",2900000,9000,3,3,309,357,379,320,303,107
"Fernando Canesín",26,72,73,1,"Midfielder",3700000,10000,3,4,304,339,391,330,300,77
"Pelé",26,72,73,NA,"Midfielder",3600000,30000,3,3,308,332,334,366,362,222
"K. Galanopoulos",20,72,82,2,"Midfielder",4400000,1000,3,3,281,318,366,317,318,210
"J. Gutiérrez",34,72,72,0,"Midfielder",1500000,10000,3,3,333,350,316,360,342,211
"Z. Kalmár",23,72,78,NA,"Midfielder",0,0,3,3,316,347,340,331,288,147
"Sin Jin Ho",29,72,72,1,"Midfielder",3e+06,7000,3,3,311,349,324,334,355,167
"O. Rashid",26,72,73,2,"Midfielder",3600000,5000,3,3,315,377,356,329,319,164
"Y. Namli",24,72,75,1,"Midfielder",3900000,8000,4,3,298,364,367,291,307,124
"A. Murgia",21,72,78,NA,"Midfielder",4200000,9000,3,3,319,325,288,311,329,202
"S. Peeters",26,72,73,NA,"Midfielder",3600000,10000,3,4,344,377,312,348,335,175
"V. Ayala",30,72,72,2,"Midfielder",2300000,10000,3,3,330,366,363,401,345,206
"J. Brownhill",22,72,79,2,"Midfielder",4300000,30000,3,3,311,342,357,386,316,193
"Fernando Boldrin",29,72,72,NA,"Midfielder",3e+06,10000,3,4,332,352,335,314,339,170
"C. Roldan",23,72,78,0,"Midfielder",3600000,6000,3,3,312,319,368,374,341,208
"E. Löwen",21,72,80,3,"Midfielder",4500000,15000,3,4,296,327,323,389,308,198
"O. Govea",22,72,79,NA,"Midfielder",3700000,8000,3,4,297,364,359,340,335,209
"S. Martinsson Ngouali",26,72,72,0,"Midfielder",3300000,6000,3,3,296,322,383,356,335,196
"D. Villalpando",26,72,72,4,"Midfielder",3300000,30000,3,4,316,358,356,359,322,147
"Eduardo Henrique",23,72,79,0,"Midfielder",4300000,6000,2,3,302,297,345,346,329,211
"T. Carroll",26,72,73,1,"Midfielder",3600000,20000,3,2,309,345,356,279,299,163
"N. Domínguez",20,72,84,2,"Midfielder",5500000,9000,3,4,326,300,364,372,322,210
"K. Molino",28,72,72,0,"Midfielder",3100000,7000,3,3,323,339,371,341,303,149
"Y. Cahuzac",33,72,72,0,"Midfielder",1300000,20000,2,3,270,290,299,319,336,204
"L. Immers",32,72,72,3,"Midfielder",2400000,8000,2,2,360,289,261,393,362,188
"Cafú",25,72,72,NA,"Midfielder",2800000,8000,3,3,331,310,327,390,354,194
"K. Mokotjo",27,71,71,1,"Midfielder",2400000,30000,3,3,264,308,352,327,314,210
"J. Hochscheidt",30,71,71,2,"Midfielder",2200000,6000,3,4,330,348,365,360,331,168
"Ó. Skúlason",35,71,71,NA,"Midfielder",0,0,2,4,300,294,319,376,340,203
"R. Schüller",27,71,72,0,"Midfielder",2200000,6000,3,3,260,275,311,314,308,211
"E. Fernandes  B",22,71,79,NA,"Midfielder",3500000,30000,3,4,294,322,332,342,291,167
"Erik Morán",27,71,72,2,"Midfielder",2200000,7000,3,3,264,316,267,311,320,203
"S. Aydoğdu",27,71,71,2,"Midfielder",2400000,15000,3,2,309,375,337,328,324,161
"M. Thorsby",22,71,77,0,"Midfielder",3200000,6000,2,3,318,304,340,372,332,194
"S. Montoya",26,71,72,1,"Midfielder",2800000,4000,4,3,307,340,368,301,297,105
"De las Cuevas",32,71,71,4,"Midfielder",1800000,7000,3,4,310,371,354,364,320,142
"Serginho",31,71,71,2,"Midfielder",1600000,10000,3,3,295,312,338,360,339,207
"Luis García",37,71,71,0,"Midfielder",6e+05,7000,3,4,337,369,305,324,362,153
"A. Luci",33,71,71,1,"Midfielder",1400000,4000,3,4,289,352,369,342,339,191
"J. Price",25,71,74,1,"Midfielder",2500000,5000,2,3,257,324,329,329,319,191
"R. Gauld",22,71,79,NA,"Midfielder",3500000,5000,4,4,307,352,412,271,281,95
"Dener",26,71,72,3,"Midfielder",2700000,7000,3,3,310,333,333,345,310,162
"T. Bašić",21,71,80,3,"Midfielder",3600000,20000,3,3,321,365,301,327,317,204
"T. Schütz",30,71,71,1,"Midfielder",1800000,10000,2,3,282,349,324,363,297,205
"Eugeni",23,71,76,NA,"Midfielder",3200000,6000,4,3,332,366,322,330,321,163
"R. Azeez",25,71,75,NA,"Midfielder",2600000,6000,3,3,274,304,366,374,311,205
"W. Hoolahan",36,71,71,3,"Midfielder",8e+05,15000,3,2,315,359,328,267,293,129
"X. Mercier",28,71,71,1,"Midfielder",2400000,10000,3,2,301,358,368,345,317,147
"R. Strieder",25,71,73,2,"Midfielder",2400000,10000,2,3,264,313,316,302,302,206
"R. Philippoteaux",30,71,71,3,"Midfielder",2200000,6000,3,3,306,314,391,305,296,111
"W. Endo",25,71,74,1,"Midfielder",2500000,8000,3,4,284,301,336,355,315,205
"T. Moulin",28,71,71,2,"Midfielder",1900000,15000,3,4,314,340,334,376,355,196
"N. Moro",20,71,81,4,"Midfielder",3400000,500,3,5,295,358,334,337,316,189
"Jorge Pombo",24,71,75,1,"Midfielder",3100000,7000,3,3,334,354,347,381,338,179
"J. Campos",30,71,71,NA,"Midfielder",0,0,3,3,302,367,343,339,282,54
"Borja Lasso",24,71,76,2,"Midfielder",3200000,7000,3,4,302,342,285,299,329,128
"J. Swift",23,71,76,3,"Midfielder",3200000,20000,4,3,327,356,343,300,306,170
"M. Boland",31,71,71,1,"Midfielder",1600000,4000,3,4,309,355,374,372,340,194
"Kim Seung Dae",27,71,71,4,"Midfielder",2400000,8000,3,4,324,326,401,346,313,140
"L. Suárez",22,71,79,NA,"Midfielder",3500000,6000,4,3,329,361,380,291,254,56
"W. Mesloub",32,71,71,2,"Midfielder",1800000,8000,3,3,335,355,347,346,340,185
"A. Farías",30,71,71,4,"Midfielder",1800000,4000,2,4,259,288,285,338,319,212
"G. Dorrans",31,71,71,1,"Midfielder",2e+06,30000,3,3,321,352,323,347,334,165
"Tiago Pombeira",30,71,71,2,"Midfielder",2200000,20000,3,3,292,351,391,293,279,89
"N. De la Cruz",21,71,78,2,"Midfielder",3300000,10000,3,3,280,332,368,302,310,128
"Rúben Micael",31,71,71,0,"Midfielder",2e+06,5000,3,3,339,373,336,312,344,141
"D. Sinkgraven",22,71,75,1,"Midfielder",2600000,9000,4,3,336,361,377,315,345,193
"Maikel Mesa",27,71,71,3,"Midfielder",2500000,8000,3,3,327,332,346,348,324,188
"Lee Seung Gi",30,71,71,1,"Midfielder",2200000,8000,3,5,327,354,354,332,329,144
"Carraça",25,71,74,1,"Midfielder",2400000,6000,2,3,298,343,357,368,331,209
"Carlitos",35,71,71,3,"Midfielder",1e+06,15000,4,4,346,364,348,327,310,112
"L. Seijas",32,71,71,4,"Midfielder",1800000,4000,3,2,331,361,344,354,299,171
"Xavi Torres",31,71,71,0,"Midfielder",1600000,5000,2,3,297,318,289,356,345,193
"H. Kekana",33,71,71,NA,"Midfielder",0,0,3,4,318,322,343,401,337,203
"M. Bourabia",26,71,71,3,"Midfielder",2500000,30000,3,3,303,344,330,330,293,192
"Shikabala",32,71,71,NA,"Midfielder",0,0,5,3,313,366,369,347,265,150
"Park Joo Ho",31,71,71,2,"Midfielder",2e+06,6000,3,3,267,347,371,325,335,215
"U. Emanuelson",32,71,71,1,"Midfielder",1800000,10000,3,3,313,360,385,337,351,203
"R. Tesche",31,71,71,1,"Midfielder",1600000,10000,3,4,344,342,335,374,332,196
"Y. Msakni",27,71,71,0,"Midfielder",2500000,9000,4,4,314,343,350,305,270,67
"C. Brunt",33,71,71,1,"Midfielder",1400000,20000,3,2,350,379,295,355,339,200
"F. Sammaritano",32,71,71,1,"Midfielder",1800000,10000,3,4,303,369,368,258,302,58
"M. Henriksen",25,71,73,1,"Midfielder",2400000,15000,3,2,345,309,311,379,332,200
"Y. Mulumbu",31,71,71,NA,"Midfielder",2e+06,6000,3,4,289,311,322,355,326,199
"A. Guédioura",32,71,71,1,"Midfielder",1400000,30000,3,4,327,314,328,368,325,197
"Alex das Freitas",30,71,71,2,"Midfielder",1800000,10000,2,3,272,299,332,348,288,221
"R. Carrascal",25,71,74,2,"Midfielder",2900000,2000,2,3,258,321,339,326,327,187
"Sandro Manoel",29,71,71,3,"Midfielder",1800000,15000,2,3,280,342,337,388,297,202
"M. Barthelmé",29,71,71,1,"Midfielder",2300000,5000,3,3,299,325,368,305,332,187
"A. Andrade",29,71,71,0,"Midfielder",2300000,15000,3,2,304,343,370,357,285,133
"Costinha",25,71,72,2,"Midfielder",2800000,7000,3,4,322,346,415,332,358,167
"G. Espinoza",28,71,71,3,"Midfielder",2400000,9000,3,3,294,359,313,370,335,190
"P. Gallagher",33,71,71,1,"Midfielder",1400000,10000,3,3,321,366,300,334,335,174
"M. Pérez",25,71,76,1,"Midfielder",2700000,20000,3,3,285,302,364,319,330,206
"R. Coetzee",21,71,79,NA,"Midfielder",0,0,2,4,222,269,328,268,258,218
"J. Faussurier",31,71,71,2,"Midfielder",2100000,6000,2,3,314,315,362,349,344,193
"A. Abrashi",28,71,71,1,"Midfielder",1900000,15000,2,2,250,278,368,352,331,222
"Garrido",28,71,71,1,"Midfielder",1900000,7000,2,3,236,264,233,342,308,196
"J. González",19,71,81,2,"Midfielder",3700000,15000,3,4,297,317,361,340,320,211
"Filipe Augusto",24,71,74,2,"Midfielder",3e+06,6000,3,2,303,341,341,338,342,198
"J. Bacuna",20,71,81,2,"Midfielder",3800000,20000,3,3,324,356,341,365,341,186
"Pita",33,71,71,2,"Midfielder",950000,7000,3,3,322,370,221,334,346,202
"A. Costa",33,71,71,1,"Midfielder",1400000,5000,3,3,340,370,327,337,344,204
"N. Besara",27,71,71,3,"Midfielder",2500000,15000,3,3,311,343,358,339,290,130
"D. Sow",21,71,81,2,"Midfielder",3800000,10000,3,4,317,321,362,347,304,195
"M. Tanković",23,71,75,1,"Midfielder",3100000,5000,3,4,323,325,364,346,308,93
"M. Cabrera",32,71,71,1,"Midfielder",1400000,3000,3,3,304,373,355,299,342,193
"C. Pinares",27,71,71,0,"Midfielder",2500000,8000,3,3,268,358,378,356,298,90
"Léo Silva",32,71,71,2,"Midfielder",1800000,9000,3,3,307,343,324,371,343,193
"A. Gonçalves",32,71,71,1,"Midfielder",1800000,10000,2,4,238,332,343,360,345,199
"A. Schiavone",25,71,73,2,"Midfielder",2800000,4000,3,3,330,343,337,361,324,186
"G. Fofana",25,71,76,2,"Midfielder",2700000,15000,3,3,303,298,313,350,316,207
"D. Linsmayer",26,71,72,3,"Midfielder",2300000,5000,2,3,264,293,326,364,291,207
"A. Traoré",23,71,76,NA,"Midfielder",3100000,9000,3,3,279,320,336,304,329,187
"N. Oroz",24,71,73,NA,"Midfielder",2900000,8000,3,3,288,327,377,279,294,148
"F. Mussis",26,71,72,1,"Midfielder",2300000,10000,2,3,298,326,358,373,328,208
"Emerson Avintes",26,71,71,2,"Midfielder",2500000,10000,3,3,328,361,327,350,287,64
"Gus Ledes",25,71,74,2,"Midfielder",2900000,8000,3,2,307,370,362,352,324,193
"Martin Cordeia",34,71,71,2,"Midfielder",1200000,15000,3,3,312,367,303,353,301,99
"F. Cerro",30,71,71,1,"Midfielder",2200000,10000,3,3,313,324,348,375,322,210
"P. Ledesma",34,71,71,0,"Midfielder",725000,10000,3,3,311,331,301,337,340,189
"Artur",22,71,76,1,"Midfielder",2700000,5000,3,2,272,319,345,318,320,203
"O. Petrák",26,71,74,2,"Midfielder",2500000,15000,3,3,274,282,345,349,270,210
"Marlion Rolim",26,71,71,2,"Midfielder",2500000,20000,3,3,309,305,358,276,325,132
"S. Schwab",27,71,72,1,"Midfielder",2200000,10000,3,4,334,339,343,371,333,195
"Jesús Imaz",27,71,71,3,"Midfielder",2500000,8000,3,4,306,302,373,338,289,78
"S. Jung",28,71,71,0,"Midfielder",1900000,20000,3,4,300,334,352,312,309,220
"Y. Verschaeren",16,71,87,3,"Midfielder",4700000,5000,3,3,296,337,378,311,263,114
"J. Colback",28,71,71,NA,"Midfielder",1900000,30000,3,2,293,318,331,349,325,202
"M. Castagnetti",28,71,71,2,"Midfielder",2400000,4000,3,3,330,336,346,387,319,208
"Gumbau",23,71,77,1,"Midfielder",2800000,15000,3,3,303,346,217,307,302,199
"K. Kerschbaumer",26,71,72,2,"Midfielder",2700000,15000,3,4,292,324,355,363,336,182
"A. Khalili",26,71,72,2,"Midfielder",2800000,10000,3,2,315,360,351,343,315,188
"J. Morrison",32,71,71,0,"Midfielder",1800000,20000,3,3,363,339,324,315,335,181
"M. Frýdek",26,71,72,1,"Midfielder",2700000,1000,3,3,318,343,366,378,349,201
"H. Reed",23,71,78,2,"Midfielder",2800000,20000,3,3,284,324,356,320,332,209
"S. Padoin",34,71,71,0,"Midfielder",675000,20000,3,3,330,362,352,340,354,215
"A. Baumjohann",31,71,71,0,"Midfielder",2100000,7000,3,4,323,357,353,291,271,95
"R. Nagaki",30,71,71,2,"Midfielder",2200000,9000,2,2,285,345,305,340,341,218
"J. Troisi",29,71,71,0,"Midfielder",2300000,8000,3,3,322,351,361,364,301,100
"I. Sissoko",20,71,84,3,"Midfielder",4500000,10000,3,4,264,293,260,349,330,210
"Son Jun Ho",26,71,72,4,"Midfielder",2700000,8000,3,3,288,328,316,349,328,184
"T. Al Jassam",33,71,71,1,"Midfielder",1400000,20000,3,3,326,356,353,334,349,207
"A. El Said",32,71,71,NA,"Midfielder",0,0,3,4,324,355,366,329,286,103
"Y. Asad",23,71,76,0,"Midfielder",3200000,9000,3,3,317,358,370,345,325,180
"I. Latovlevici",32,71,71,3,"Midfielder",1300000,10000,3,3,330,331,356,346,345,210
"Y. Makarenko",27,71,72,3,"Midfielder",2200000,10000,3,3,304,321,326,336,327,209
"M. Pugh",31,71,71,0,"Midfielder",2100000,40000,4,4,321,337,341,329,302,130
"D. Milošević",23,71,76,3,"Midfielder",3200000,10000,3,3,300,346,337,336,275,112
"R. Oshima",25,71,74,2,"Midfielder",2500000,6000,3,4,302,350,408,364,335,191
"L. Bruins",31,71,71,2,"Midfielder",2100000,6000,4,4,335,367,310,338,341,175
"L. Sadiku",26,71,72,3,"Midfielder",2300000,9000,2,3,257,289,307,351,325,209
"S. Kljestan",32,71,71,4,"Midfielder",1800000,6000,3,4,344,353,300,353,348,157
"J. Elías",22,71,78,3,"Midfielder",2800000,8000,3,2,255,290,340,330,308,204
"M. Demir",26,71,71,0,"Midfielder",2600000,10000,3,3,341,365,369,354,305,91
"D. Lezcano",28,71,71,1,"Midfielder",2400000,20000,3,4,329,350,387,371,348,107
"B. Özcan",20,71,78,4,"Midfielder",3400000,8000,3,4,293,323,356,286,271,111
"J. Vigón",26,71,71,3,"Midfielder",2500000,15000,3,3,306,310,351,358,341,193
"J. Léa Siliki",22,71,79,4,"Midfielder",3400000,15000,3,2,339,346,339,337,323,204
"J. De Sart",23,71,76,1,"Midfielder",2700000,8000,3,3,332,342,320,348,316,203
"D. Guzman",28,71,71,1,"Midfielder",1900000,6000,3,3,305,337,317,343,342,205
"Z. Kuzmanović",30,71,71,1,"Midfielder",2200000,15000,3,3,317,344,252,361,344,210
"H. Kiyotake",28,71,71,3,"Midfielder",2400000,7000,3,3,332,357,368,334,277,116
"Adryan",23,71,74,1,"Midfielder",3e+06,15000,4,4,297,363,378,313,287,106
"P. Ebert",31,71,71,1,"Midfielder",2e+06,15000,3,4,337,369,351,348,330,167
"R. Loaiza",24,71,76,1,"Midfielder",3100000,4000,3,3,264,274,313,344,310,192
"A. King",29,71,71,NA,"Midfielder",2300000,30000,3,3,339,328,319,360,333,205
"J. Rodríguez",25,71,74,4,"Midfielder",2900000,3000,3,3,292,318,353,340,300,137
"D. Lamkel Zé",21,71,78,3,"Midfielder",3300000,7000,3,3,329,360,342,346,336,147
"J. Dezi",26,71,71,3,"Midfielder",2500000,20000,3,3,296,326,358,340,315,187
"Fontàs",28,71,71,3,"Midfielder",1900000,6000,2,3,295,311,220,275,301,212
"E. Prib",28,71,71,2,"Midfielder",2400000,20000,3,3,324,352,345,348,325,202
"H. Van Der Bruggen",25,71,73,2,"Midfielder",2800000,10000,3,4,316,339,316,340,335,193
"K. Balanta",21,71,83,NA,"Midfielder",3700000,9000,2,3,255,272,344,362,308,199
"L. Stulac",23,71,79,4,"Midfielder",3e+06,20000,2,3,311,335,352,358,319,203
"S. Moutoussamy",21,71,79,5,"Midfielder",3400000,10000,3,3,312,315,370,287,292,209
"S. Davis",25,71,74,2,"Midfielder",2900000,6000,3,4,320,352,347,347,319,197
"M. Martin",30,71,71,0,"Midfielder",2200000,10000,3,4,317,358,350,259,336,132
"F. Al Ansari",31,71,71,4,"Midfielder",1600000,15000,3,3,288,353,276,323,297,190
"R. Baca",28,71,71,3,"Midfielder",2400000,15000,3,3,299,332,374,316,322,182
"D. Toköz",22,71,76,2,"Midfielder",2700000,20000,3,3,284,297,348,330,316,208
"V. Figueroa",34,71,71,1,"Midfielder",1200000,10000,3,3,307,361,385,334,302,127
"E. Remedi",23,71,78,1,"Midfielder",2800000,5000,2,2,272,285,327,366,312,203
"V. Angban",21,71,80,1,"Midfielder",3600000,5000,3,4,261,324,329,335,314,184
"N. Bitton",26,71,72,1,"Midfielder",2300000,30000,3,3,265,299,263,348,301,210
"A. Ateef",25,71,74,3,"Midfielder",2500000,20000,2,3,271,322,283,306,337,197
"S. Uçan",24,71,76,NA,"Midfielder",3100000,9000,3,5,345,352,361,318,341,187
"R. Sawyers",26,71,72,1,"Midfielder",2800000,30000,3,3,303,332,365,317,269,124
"Y. Reyna",24,71,73,2,"Midfielder",3e+06,6000,3,4,314,332,407,325,294,91
"G. Acosta",29,71,71,3,"Midfielder",2300000,15000,3,3,311,320,398,363,317,183
"A. Král",20,71,83,4,"Midfielder",3800000,500,3,3,315,317,355,374,324,206
"M. Rodriguez",27,71,71,4,"Midfielder",2500000,4000,3,2,313,309,303,304,241,79
"P. Ševčík",24,71,75,3,"Midfielder",3e+06,1000,3,5,327,339,380,375,325,185
"M. Rygaard",27,71,71,2,"Midfielder",2500000,10000,3,3,299,346,368,340,303,142
"R. Woods",24,71,76,4,"Midfielder",2700000,20000,3,4,292,336,386,356,313,195
"Y. Court",28,71,71,1,"Midfielder",2400000,6000,3,3,263,343,377,335,272,114
"A. Schenetti",27,71,71,4,"Midfielder",2500000,3000,3,4,325,338,396,335,313,168
"Elustondo",31,71,71,0,"Midfielder",2e+06,15000,3,3,301,374,309,379,354,218
"A. Kolomeytsev",29,71,71,1,"Midfielder",1800000,1000,3,2,336,328,317,367,306,193
"Luso",33,71,71,4,"Midfielder",950000,5000,2,3,272,309,334,356,333,211
"R. Bianco",30,70,70,1,"Midfielder",1600000,3000,3,3,282,345,362,346,344,200
"G. Hendrickx",23,70,75,4,"Midfielder",2e+06,7000,2,3,312,325,356,338,323,198
"D. Łukasik",27,70,71,2,"Midfielder",1700000,6000,2,2,252,315,311,312,309,203
"Aleix Febas",22,70,79,NA,"Midfielder",2700000,5000,4,3,288,350,371,318,315,175
"D. de Buen",26,70,71,2,"Midfielder",1700000,10000,2,3,312,322,324,372,317,197
"Magno",30,70,70,2,"Midfielder",1700000,5000,3,3,327,355,338,323,314,106
"F. Bandinelli",23,70,76,NA,"Midfielder",2400000,4000,3,3,335,332,362,346,319,180
"H. Lansbury",27,70,70,2,"Midfielder",1800000,10000,3,3,307,349,316,332,362,177
"B. Corgnet",31,70,70,1,"Midfielder",1600000,10000,3,3,334,348,305,341,326,154
"Han Chan Hee",21,70,75,1,"Midfielder",2300000,4000,3,4,329,332,360,343,309,134
"D. Geiger",20,70,84,3,"Midfielder",3900000,15000,3,3,237,321,366,283,282,151
"David Batanero",29,70,70,0,"Midfielder",1700000,3000,2,3,307,342,267,340,277,160
"F. Bradarić",26,70,70,4,"Midfielder",1900000,15000,2,3,305,312,321,329,286,212
"P. Brlek",24,70,75,NA,"Midfielder",2300000,5000,3,3,301,326,345,329,339,160
"Luiz Antônio",27,70,70,1,"Midfielder",1500000,15000,3,3,336,346,336,371,336,203
"C. Higuita",24,70,77,0,"Midfielder",2100000,4000,3,3,302,317,352,352,314,201
"J. Williams",21,70,79,NA,"Midfielder",2400000,5000,3,2,299,315,326,291,310,209
"Evander",20,70,84,4,"Midfielder",3900000,10000,3,4,301,328,365,322,284,154
"J. Correa",25,70,71,2,"Midfielder",2100000,7000,4,3,309,339,373,331,271,64
"T. Martínez",23,70,77,4,"Midfielder",2500000,5000,3,2,285,331,360,290,275,112
"H. Yamaguchi",27,70,70,2,"Midfielder",1800000,6000,3,3,272,307,387,344,300,196
"J. Cavalli",36,70,70,1,"Midfielder",6e+05,4000,3,4,313,336,360,287,337,142
"Braga",35,70,70,0,"Midfielder",750000,6000,3,4,339,350,284,341,338,149
"S. Sam",30,70,70,0,"Midfielder",1700000,10000,3,3,336,340,382,324,317,105
"F. Schnellhardt",24,70,73,1,"Midfielder",2200000,5000,3,3,286,340,378,354,315,185
"O. Kemen",21,70,79,0,"Midfielder",2700000,20000,3,3,302,317,360,377,326,200
"K. Beckerman",36,70,70,0,"Midfielder",240000,4000,2,3,286,319,259,339,330,203
"P. Anton",27,70,71,NA,"Midfielder",0,0,2,3,290,330,310,338,300,189
"F. Kiss",27,70,70,1,"Midfielder",1500000,15000,3,4,268,291,287,357,328,201
"T. Kristensen",35,70,70,0,"Midfielder",425000,3000,3,3,300,320,276,371,332,185
"A. Barrada",29,70,70,NA,"Midfielder",1700000,7000,3,3,326,359,331,325,317,119
"D. Cabrera",28,70,70,2,"Midfielder",1800000,10000,3,3,288,344,329,351,325,185
"N. Aguirre",27,70,70,0,"Midfielder",1800000,6000,3,4,325,358,343,345,343,201
"A. Guliev",22,70,77,4,"Midfielder",2500000,1000,3,4,299,315,387,313,315,198
"N. Theuerkauf",31,70,70,1,"Midfielder",1200000,8000,2,3,287,299,316,362,321,213
"M. Liendl",32,70,70,2,"Midfielder",1300000,9000,3,3,322,359,327,339,334,150
"F. Tabanou",29,70,70,0,"Midfielder",1300000,10000,3,3,344,361,345,361,337,204
"Javi Ros",28,70,70,1,"Midfielder",1800000,7000,2,4,284,338,357,351,337,198
"William",31,70,70,2,"Midfielder",1500000,15000,3,3,331,331,359,362,338,186
"S. Roudet",37,70,70,0,"Midfielder",475000,4000,3,3,326,364,312,278,324,144
"R. Caroca",28,70,70,1,"Midfielder",1400000,7000,3,3,274,275,354,360,325,205
"Lee Chang Min",24,70,75,4,"Midfielder",2300000,4000,3,4,288,283,341,364,317,164
"D. Milićević",32,70,70,1,"Midfielder",1400000,8000,3,4,322,365,332,309,294,99
"R. Ziegler",32,70,70,0,"Midfielder",1e+06,5000,2,3,320,355,290,352,343,212
"A. Ábalos",32,70,70,0,"Midfielder",1400000,3000,3,4,279,344,336,303,281,122
"J. Makengo",20,70,80,3,"Midfielder",2800000,10000,3,3,346,342,329,322,313,208
"D. Jevtić",25,70,72,1,"Midfielder",2200000,6000,3,3,301,333,363,327,310,116
"Y. Kobayashi",26,70,71,0,"Midfielder",2100000,6000,3,3,312,354,354,319,288,143
"Allan Ardaújo",30,70,70,2,"Midfielder",1700000,10000,3,4,311,342,332,313,300,102
"J. Guerrero",30,70,70,NA,"Midfielder",1300000,5000,3,3,279,330,296,317,299,191
"D. Zuma",23,70,76,1,"Midfielder",2400000,1000,3,4,290,322,373,252,252,123
"C. Oliva",22,70,78,1,"Midfielder",2600000,15000,2,3,288,313,339,324,322,208
"Miguel Luís",19,70,85,4,"Midfielder",3800000,4000,3,4,314,345,353,350,318,183
"Y. Cabrera",27,70,70,2,"Midfielder",1900000,2000,3,4,294,337,391,313,296,146
"F. Barrientos",26,70,71,NA,"Midfielder",2100000,8000,3,3,276,328,346,360,313,197
"G. Leadbitter",32,70,70,2,"Midfielder",1e+06,8000,2,3,320,332,302,364,355,205
"Kike Márquez",28,70,70,1,"Midfielder",1800000,5000,4,4,304,360,344,315,316,106
"M. Prietl",26,70,71,2,"Midfielder",1700000,9000,2,3,252,270,318,330,306,209
"Ansel Barnisco",30,70,70,2,"Midfielder",1300000,10000,2,3,292,283,312,322,331,209
"E. Rolón",23,70,76,NA,"Midfielder",2100000,8000,2,3,284,304,336,330,312,200
"I. Fiolić",22,70,77,3,"Midfielder",2500000,8000,3,3,284,289,375,271,251,123
"R. Wolski",25,70,73,2,"Midfielder",2200000,6000,4,3,312,342,367,318,292,88
"L. Baker",23,70,77,3,"Midfielder",2500000,15000,3,5,333,363,343,336,327,158
"O. Pérez",37,70,70,0,"Midfielder",475000,3000,3,3,323,374,269,288,322,137
"R. Espinoza",31,70,70,1,"Midfielder",1500000,5000,3,4,323,336,330,376,353,210
"Y. Kalfa",25,70,71,2,"Midfielder",2100000,10000,3,3,305,344,340,334,270,108
"A. Uchida B",30,70,70,1,"Midfielder",1300000,7000,3,2,278,317,334,312,305,215
"A. Kara",25,70,73,1,"Midfielder",2200000,10000,3,3,324,341,303,397,336,182
"F. Deli",23,70,75,1,"Midfielder",2300000,3000,3,3,275,300,298,317,328,131
"Shin Hyung Min",31,70,70,1,"Midfielder",1200000,7000,3,5,317,338,325,391,334,185
"S. Motta",34,70,70,3,"Midfielder",550000,2000,3,3,309,363,347,332,343,195
"A. Totovytskyi",25,70,73,1,"Midfielder",2200000,1000,3,3,332,342,320,341,292,134
"R. Robayo",34,70,70,3,"Midfielder",875000,2000,3,3,296,311,280,335,324,192
"M. Gori",25,70,70,1,"Midfielder",1900000,10000,3,3,265,298,340,307,315,200
"F. Tissone",31,70,70,2,"Midfielder",1200000,7000,3,3,307,344,304,361,336,204
"A. Trajkovski",25,70,71,1,"Midfielder",2100000,3000,3,4,319,359,350,346,257,62
"Alam Basteirinho",26,70,70,2,"Midfielder",1900000,10000,3,4,314,348,301,261,326,101
