"","Name","Age","Overall rating","Potential","Team & Contract","ID","Height","Weight","foot","Best overall","Best position","Growth","Joined","Loan date end","Value","Wage","Release clause","Total attacking","Crossing","Finishing","Heading accuracy","Short passing","Volleys","Total skill","Dribbling","Curve","FK Accuracy","Long passing","Ball control","Total movement","Acceleration","Sprint speed","Agility","Reactions","Balance","Total power","Shot power","Jumping","Stamina","Strength","Long shots","Total mentality","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Total defending","Marking","Standing tackle","Sliding tackle","Total goalkeeping","GK Diving","GK Handling","GK Kicking","GK Positioning","GK Reflexes","Total stats","Base stats","Weak foot","Skill moves","Attacking work rate","Defensive work rate","International reputation","Body type","Pace / Diving","Shooting / Handling","Passing / Kicking","Dribbling / Reflexes","Defending / Pace","Physical / Positioning"
NA,"M. ŠkriniarCB",23,86,93,"Inter
2017 ~ 2023",232363,"187cm / 6'2""","80kg / 176lbs","Right",85,"CB",7,"Jul 7, 2017","N/A","€53.5M","€90K","€101.7M",277,40,42,82,73,40,259,59,34,30,69,67,325,70,73,48,83,51,320,50,78,77,85,30,315,86,86,30,57,56,81,265,92,89,84,55,10,13,12,8,12,1816,404,4,2,"Medium","High",1,"Normal (185+)",72,41,59,61,88,83
NA,"L. SanéLW",22,86,92,"Manchester City
2016 ~ 2021",222492,"183cm / 6'0""","75kg / 165lbs","Left",85,"LW",6,"Aug 2, 2016","N/A","€61M","€190K","€125.1M",400,83,81,72,79,85,402,88,83,82,64,85,439,93,96,88,81,81,378,87,64,79,70,78,332,61,34,84,82,71,80,103,36,32,35,52,8,12,9,9,14,2106,449,3,4,"High","Medium",2,"Lean (170-185)",95,81,79,86,38,70
NA,"Bernardo SilvaCAM CM RW",23,86,91,"Manchester City
2017 ~ 2024",218667,"173cm / 5'8""","64kg / 141lbs","Left",86,"CAM",5,"Jul 1, 2017","N/A","€59.5M","€180K","€114.5M",366,85,76,51,85,69,412,92,83,67,79,91,426,86,78,92,82,88,331,70,50,89,50,72,352,66,49,83,86,68,86,148,49,59,40,54,9,10,14,12,9,2089,444,3,4,"High","High",2,"Lean (170-185)",82,74,83,91,51,63
NA,"J. KimmichRB CM CDM",23,86,88,"FC Bayern München
2015 ~ 2023",212622,"176cm / 5'9""","73kg / 161lbs","Right",83,"RB",2,"Jul 1, 2015","N/A","€45M","€100K","€77.6M",385,91,66,74,87,67,390,80,81,61,83,85,399,78,68,84,86,83,381,75,79,94,64,69,362,79,80,80,79,44,82,235,75,81,79,60,8,15,7,15,15,2212,460,4,3,"High","Low",3,"Lean (170-185)",73,68,84,82,78,75
NA,"A. LaporteCB LB",24,86,89,"Manchester City
2018 ~ 2024",212218,"189cm / 6'2""","85kg / 187lbs","Left",85,"CB",3,"Jan 30, 2018","N/A","€47.5M","€160K","€91.4M",308,58,45,86,79,40,343,60,61,69,78,75,325,62,66,56,86,55,346,68,76,71,84,47,322,78,87,54,59,44,84,265,88,89,88,45,10,11,5,14,5,1954,415,3,2,"Medium","Medium",2,"Normal (185+)",64,50,69,65,88,79
NA,"EdersonGK",24,86,90,"Manchester City
2017 ~ 2024",210257,"188cm / 6'2""","86kg / 190lbs","Left",84,"GK",4,"Jul 1, 2017","N/A","€41.5M","€120K","€79.9M",122,20,14,14,56,18,156,23,15,20,58,40,322,64,63,60,87,48,235,42,66,41,68,18,172,38,27,20,70,17,70,52,29,15,8,426,85,80,92,82,87,1485,489,3,1,"Medium","Medium",2,"Normal (185+)",85,80,92,87,63,82
NA,"Roberto FirminoCF ST CAM",26,86,87,"Liverpool
2015 ~ 2023",201942,"181cm / 5'11""","76kg / 168lbs","Right",85,"CF",1,"Jul 6, 2015","N/A","€53M","€190K","€102M",402,72,86,77,86,81,396,88,80,65,75,88,402,78,77,80,86,81,402,81,81,90,74,76,375,73,58,87,85,72,87,166,60,64,42,44,8,11,9,6,10,2187,465,4,4,"High","High",3,"Normal (170-185)",77,82,80,87,61,78
NA,"R. VaraneCB",25,86,91,"Real Madrid
2011 ~ 2022",201535,"191cm / 6'3""","81kg / 179lbs","Right",84,"CB",5,"Jul 1, 2011","N/A","€50M","€200K","€106.3M",276,36,40,83,75,42,310,57,46,54,76,77,354,83,85,63,83,40,341,52,79,73,84,53,302,77,82,44,56,43,84,262,87,88,87,50,11,11,9,5,14,1895,420,3,2,"Medium","High",3,"Lean (185+)",84,45,61,64,86,80
NA,"M. VerrattiCM CDM",25,86,89,"Paris Saint Germain
2012 ~ 2021",199556,"165cm / 5'5""","60kg / 132lbs","Right",84,"CM",3,"Jul 18, 2012","N/A","€55M","€130K","€105.9M",341,72,60,55,90,64,404,90,73,64,89,88,400,69,62,90,85,94,307,56,64,77,52,58,395,89,84,71,87,64,95,241,78,83,80,64,12,12,15,15,10,2152,443,4,4,"Medium","High",3,"Normal (170-)",65,60,84,89,79,66
NA,"R. LukakuST",25,86,88,"Manchester United
2017 ~ 2022",192505,"190cm / 6'3""","94kg / 207lbs","Left",83,"ST",2,"Jul 10, 2017","N/A","€55M","€200K","€108.6M",397,73,86,85,76,77,362,78,76,66,71,71,357,76,89,60,86,46,406,88,71,79,94,74,336,71,27,87,73,78,83,90,30,30,30,54,8,15,14,7,10,2002,433,4,3,"Medium","Medium",3,"Stocky (185+)",83,83,74,73,35,85
NA,"Alex SandroLB LM",27,86,86,"Juventus
2015 ~ 2020",191043,"180cm / 5'11""","80kg / 176lbs","Left",84,"LB",0,"Aug 21, 2015","N/A","€36.5M","€160K","€60.2M",364,84,55,76,81,68,369,80,78,59,71,81,410,83,86,79,84,78,402,80,79,92,79,72,364,82,82,70,70,60,82,249,81,84,84,40,7,7,9,12,5,2198,472,3,3,"High","Medium",3,"Normal (170-185)",85,65,77,80,82,83
NA,"T. MüllerCAM RM RW CF",28,86,86,"FC Bayern München
2008 ~ 2021",189596,"186cm / 6'1""","75kg / 165lbs","Right",83,"CAM",0,"Aug 10, 2008","N/A","€45M","€130K","€74.3M",415,79,87,82,83,84,369,75,81,59,72,82,385,73,75,74,91,72,394,78,81,87,68,80,352,57,58,92,85,60,84,129,44,41,44,52,6,7,11,14,14,2096,436,4,3,"High","High",4,"Lean (185+)",74,83,80,78,50,71
NA,"CoutinhoLW CM",26,86,86,"FC Barcelona
2018 ~ 2023",189242,"172cm / 5'8""","68kg / 150lbs","Right",86,"CAM",0,"Jan 6, 2018","N/A","€47.5M","€250K","€97.4M",364,79,77,48,85,75,443,91,91,86,83,92,429,87,75,92,82,93,374,83,59,79,61,92,348,59,49,84,86,70,85,156,55,54,47,48,12,7,9,14,6,2162,453,4,5,"High","Medium",3,"Normal (170-185)",80,81,84,91,52,65
NA,"W. SzczęsnyGK",28,86,88,"Juventus
2017 ~ 2021",186153,"195cm / 6'5""","90kg / 198lbs","Right",85,"GK",2,"Jul 19, 2017","N/A","€37M","€130K","€63.8M",86,12,12,16,32,14,99,11,16,14,36,22,286,51,47,55,82,51,210,15,71,45,65,14,135,40,15,14,48,18,65,45,20,13,12,416,86,83,73,86,88,1277,465,3,1,"Medium","Medium",3,"Lean (185+)",86,83,73,88,49,86
NA,"L. BonucciCB",31,86,86,"Juventus
2018 ~ 2023",184344,"190cm / 6'3""","85kg / 187lbs","Right",84,"CB",0,"Aug 2, 2018","N/A","€30M","€160K","€49.5M",313,44,48,86,77,58,346,69,56,61,85,75,318,57,65,60,84,52,378,74,85,71,83,65,354,82,90,38,74,70,86,256,90,86,80,13,2,2,3,2,4,1978,425,4,2,"Low","High",3,"Lean (185+)",61,58,69,70,87,80
NA,"M. PjanićCM CDM",28,86,86,"Juventus
2016 ~ 2023",180206,"178cm / 5'10""","72kg / 159lbs","Right",84,"CM",0,"Jul 1, 2016","N/A","€44M","€180K","€72.6M",363,80,60,60,91,72,438,86,86,92,85,89,378,69,69,77,84,79,369,78,61,82,66,82,383,70,78,68,88,79,86,222,78,74,70,42,7,7,13,7,8,2195,457,4,3,"Medium","Medium",3,"Normal (170-185)",69,70,87,86,74,71
NA,"MarceloLB",30,86,86,"Real Madrid
2007 ~ 2022",176676,"174cm / 5'9""","80kg / 176lbs","Left",85,"LM",0,"Jan 1, 2007","N/A","€32M","€225K","€65.6M",382,89,73,75,84,61,412,90,85,67,78,92,422,83,82,86,85,86,394,83,76,87,78,70,392,84,82,85,82,59,86,234,71,81,82,36,12,5,5,5,9,2272,488,4,5,"High","Low",4,"Normal (170-185)",82,74,83,90,78,81
NA,"G. BaleRW LW ST",28,86,86,"Real Madrid
2013 ~ 2022",173731,"185cm / 6'1""","82kg / 181lbs","Left",86,"ST",0,"Sep 2, 2013","N/A","€45M","€275K","€92.3M",423,87,85,84,82,85,426,84,90,87,80,85,416,92,94,80,85,65,424,92,87,75,80,90,364,65,59,85,79,76,86,161,54,55,52,52,15,15,11,5,6,2266,480,3,4,"Medium","Medium",4,"Lean (170-185)",93,87,83,83,58,76
NA,"K. BenzemaST",30,86,86,"Real Madrid
2009 ~ 2021",165153,"185cm / 6'1""","81kg / 179lbs","Right",84,"ST",0,"Jul 9, 2009","N/A","€43M","€250K","€88.2M",402,75,82,80,83,82,398,85,81,73,70,89,384,78,76,77,85,68,389,81,73,79,80,76,346,65,28,86,85,82,85,89,47,24,18,41,13,11,5,5,7,2049,435,4,4,"Medium","Low",4,"Normal (170-185)",77,81,79,85,37,76
NA,"G. BuffonGK",40,86,86,"Paris Saint Germain
2018 ~ 2019",1179,"192cm / 6'4""","92kg / 203lbs","Right",83,"GK",0,"Jul 6, 2018","N/A","€3M","€60K","€5.5M",95,13,15,13,37,17,122,26,20,13,35,28,268,44,38,55,82,49,235,39,75,39,69,13,150,38,28,12,50,22,70,35,13,11,11,411,80,81,74,91,85,1316,452,2,1,"Medium","Medium",4,"Normal (185+)",80,81,74,85,41,91
NA,"M. de LigtCB",18,85,93,"Ajax
2016 ~ 2021",235243,"189cm / 6'2""","89kg / 196lbs","Right",83,"CB",8,"Oct 24, 2016","N/A","€44M","€15K","€70.4M",307,57,50,84,76,40,318,66,48,55,75,74,341,62,72,56,82,69,393,82,84,75,88,64,309,80,82,44,63,40,83,250,85,85,80,56,12,11,11,12,10,1974,428,4,2,"Medium","High",3,"Normal (185+)",68,58,67,68,84,83
NA,"S. Milinković-SavićCM CAM",23,85,90,"Lazio
2015 ~ 2023",223848,"191cm / 6'3""","76kg / 168lbs","Right",84,"CM",5,"Aug 6, 2015","N/A","€50.5M","€70K","€89.6M",389,64,80,86,85,74,411,86,78,75,85,87,343,68,70,66,80,59,421,83,85,85,88,80,371,73,78,79,85,56,82,224,75,77,72,47,7,10,7,16,7,2206,472,4,4,"High","Medium",2,"Normal (185+)",69,79,80,83,77,84
NA,"Bruno FernandesCAM CM",23,85,89,"Sporting CP
2017 ~ 2023",212198,"179cm / 5'10""","69kg / 152lbs","Right",84,"CAM",4,"Jul 1, 2017","N/A","€50M","€20K","€103.8M",392,85,78,58,85,86,431,85,86,87,86,87,396,79,76,78,84,79,407,89,72,91,67,88,399,70,74,81,88,86,86,189,68,64,57,63,12,14,15,8,14,2277,471,4,4,"High","High",2,"Lean (170-185)",77,83,86,85,66,74
NA,"D. AlliCAM CM",22,85,90,"Tottenham Hotspur
2015 ~ 2024",211117,"188cm / 6'2""","80kg / 176lbs","Right",84,"CF",5,"Feb 2, 2015","N/A","€51.5M","€120K","€99.1M",398,68,83,83,85,79,392,83,75,68,80,86,373,73,76,76,86,62,386,78,67,90,71,80,405,84,74,88,85,74,87,203,70,70,63,41,7,6,9,11,8,2198,467,3,4,"High","High",3,"Lean (185+)",75,81,80,82,71,78
NA,"FabinhoCDM",24,85,89,"Liverpool
2018 ~ 2023",209499,"188cm / 6'2""","78kg / 172lbs","Right",84,"CDM",4,"Jul 1, 2018","N/A","€42.5M","€130K","€81.8M",350,79,66,75,83,47,364,76,71,53,82,82,360,69,72,69,83,67,390,78,75,92,80,65,409,85,86,70,77,91,84,255,84,86,85,47,13,12,6,8,8,2175,464,2,3,"Medium","High",3,"Lean (185+)",71,69,79,77,84,84
NA,"H. ZiyechCAM RW",25,85,86,"Ajax
2016 ~ 2022",208670,"181cm / 5'11""","65kg / 143lbs","Left",83,"CAM",1,"Aug 30, 2016","N/A","€46M","€30K","€67.9M",371,84,72,53,86,76,425,84,90,78,89,84,400,77,76,86,83,78,339,80,38,85,59,77,370,72,62,76,88,72,77,152,50,62,40,51,11,7,11,8,14,2108,443,2,4,"High","High",3,"Lean (170-185)",76,75,86,84,55,67
NA,"SaúlCM LM RM",23,85,90,"Atlético Madrid
2013 ~ 2026",208421,"184cm / 6'0""","77kg / 170lbs","Left",83,"CM",5,"Jul 1, 2013","N/A","€50.5M","€80K","€107.3M",391,69,78,83,85,76,380,80,72,60,83,85,374,74,73,76,82,69,405,82,79,86,77,81,366,69,78,82,82,55,83,230,77,77,76,51,7,13,12,10,9,2197,467,4,3,"High","High",3,"Lean (170-185)",73,78,79,81,78,78
NA,"MarquinhosCB CDM",24,85,90,"Paris Saint Germain
2013 ~ 2022",207865,"183cm / 6'0""","75kg / 165lbs","Right",84,"CB",5,"Jul 19, 2013","N/A","€43.5M","€100K","€83.7M",301,72,33,84,81,31,308,62,55,32,80,79,371,73,76,69,85,68,334,61,88,75,75,35,314,80,85,54,58,37,86,259,85,87,87,47,6,6,12,10,13,1934,418,3,2,"Medium","High",3,"Lean (170-185)",75,40,71,69,86,77
NA,"CarvajalRB",26,85,86,"Real Madrid
2013 ~ 2022",204963,"173cm / 5'8""","73kg / 161lbs","Right",84,"RB",1,"Jul 5, 2013","N/A","€36.5M","€200K","€77.6M",312,84,41,70,83,34,357,78,74,47,74,84,413,80,85,81,84,83,339,64,76,89,74,36,354,84,83,72,70,45,82,251,83,83,85,65,13,13,15,9,15,2091,449,3,3,"High","High",3,"Stocky (170-185)",83,46,77,81,82,80
NA,"R. MahrezRW RM",27,85,85,"Manchester City
2018 ~ 2023",204485,"179cm / 5'10""","67kg / 148lbs","Left",84,"LW",0,"Jul 10, 2018","N/A","€40.5M","€200K","€74.9M",357,81,78,48,78,72,417,90,84,78,75,90,429,88,83,93,77,88,350,79,61,76,54,80,317,48,39,80,80,70,84,94,45,31,18,54,15,9,13,11,6,2018,428,4,5,"Medium","Medium",3,"Lean (170-185)",85,78,79,90,37,59
NA,"A. LopesGK",27,85,87,"Olympique Lyonnais
2011 ~ 2020",199482,"184cm / 6'0""","81kg / 179lbs","Left",84,"GK",2,"Jul 1, 2011","N/A","€31M","€80K","€61.2M",98,19,18,16,32,13,96,15,15,14,31,21,340,63,64,67,84,62,229,20,82,36,73,18,141,43,25,9,48,16,65,41,13,15,13,415,87,80,75,84,89,1360,479,2,1,"Medium","Medium",2,"Normal (170-185)",87,80,75,89,64,84
NA,"KokeRM LM CM",26,85,85,"Atlético Madrid
2011 ~ 2024",193747,"176cm / 5'9""","74kg / 163lbs","Right",85,"CM",0,"Jan 1, 2011","N/A","€41.5M","€90K","€85.1M",364,86,72,61,89,56,413,80,85,76,87,85,384,72,69,74,87,82,397,84,63,92,77,81,376,76,72,82,87,59,84,210,73,73,64,54,14,12,5,10,13,2198,464,4,3,"High","High",3,"Normal (170-185)",70,75,87,81,71,80
NA,"A. LacazetteST",27,85,85,"Arsenal
2017 ~ 2022",193301,"175cm / 5'9""","73kg / 161lbs","Right",83,"CF",0,"Jul 5, 2017","N/A","€41M","€180K","€77.9M",385,64,87,73,80,81,374,85,74,71,59,85,420,81,84,85,85,85,388,85,76,79,73,75,358,70,42,86,76,84,85,101,29,42,30,37,11,6,9,5,6,2063,438,4,4,"High","High",3,"Normal (170-185)",83,84,72,85,40,74
NA,"K. ManolasCB",27,85,86,"Roma
2014 ~ 2022",192774,"189cm / 6'2""","83kg / 183lbs","Right",83,"CB",1,"Aug 26, 2014","N/A","€36.5M","€100K","€64.8M",193,27,10,80,60,16,220,54,30,10,61,65,377,83,85,68,82,59,296,40,86,76,82,12,245,86,86,25,22,26,82,263,87,87,89,49,8,6,8,15,12,1643,372,2,2,"Low","High",3,"Normal (185+)",84,18,42,60,86,82
NA,"Douglas CostaLM RW LW",27,85,85,"Juventus
2018 ~ 2022",190483,"172cm / 5'8""","70kg / 154lbs","Left",85,"LM",0,"Jul 1, 2018","N/A","€40.5M","€160K","€66.8M",361,84,67,50,84,76,413,92,84,78,68,91,457,97,93,93,83,91,368,86,61,78,63,80,335,55,48,73,82,77,84,117,45,38,34,54,13,15,9,12,5,2105,450,3,5,"High","Medium",3,"Normal (170-185)",95,75,81,91,43,65
NA,"ParejoCM",29,85,85,"Valencia
2011 ~ 2022",189513,"182cm / 6'0""","74kg / 163lbs","Right",83,"CM",0,"Jul 1, 2011","N/A","€37M","€70K","€77.7M",387,84,79,61,91,72,429,78,89,90,88,84,316,54,46,66,78,72,361,78,51,78,72,82,389,58,81,81,86,83,83,200,69,68,63,48,5,9,12,14,8,2130,435,4,3,"Medium","Medium",2,"Lean (170-185)",50,79,88,78,70,70
NA,"R. BürkiGK",27,85,86,"Borussia Dortmund
2015 ~ 2021",189117,"187cm / 6'2""","85kg / 187lbs","Right",84,"GK",1,"Jul 1, 2015","N/A","€30M","€70K","€53.3M",90,15,8,17,37,13,84,12,13,12,24,23,282,44,54,49,83,52,220,22,74,36,74,14,133,35,18,10,50,20,58,40,11,13,16,413,86,81,74,83,89,1262,463,2,1,"Medium","Medium",3,"Normal (185+)",86,81,74,89,50,83
NA,"AzpilicuetaRB CB",28,85,85,"Chelsea
2012 ~ 2022",184432,"178cm / 5'10""","76kg / 168lbs","Right",83,"CDM",0,"Aug 24, 2012","N/A","€30.5M","€160K","€56.4M",334,81,46,75,81,51,352,69,68,58,80,77,381,75,73,72,88,73,362,68,76,87,71,60,371,82,87,62,74,66,78,262,87,89,86,43,13,9,10,6,5,2105,443,3,2,"Medium","Medium",3,"Normal (170-185)",74,55,78,73,86,77
NA,"Y. BrahimiLM",28,85,85,"Porto
2014 ~ 2019",184267,"175cm / 5'9""","66kg / 146lbs","Right",83,"RW",0,"Jul 22, 2014","N/A","€39M","€30K","€78M",353,79,76,46,79,73,413,93,84,78,72,86,428,87,75,92,84,90,351,69,72,85,49,76,321,46,38,83,79,75,90,112,51,36,25,55,13,16,12,7,7,2033,423,3,4,"High","Medium",3,"Normal (170-185)",80,75,78,90,41,59
NA,"Á. Di MaríaRW LW",30,85,85,"Paris Saint Germain
2015 ~ 2021",183898,"180cm / 5'11""","69kg / 152lbs","Left",83,"CAM",0,"Aug 6, 2015","N/A","€36.5M","€140K","€67.5M",370,85,74,51,83,77,425,86,88,86,79,86,420,85,84,92,82,77,373,83,72,78,60,80,350,73,38,82,84,73,84,153,38,59,56,51,10,7,11,12,11,2142,446,2,5,"High","Medium",4,"Lean (170-185)",84,78,83,86,47,68
NA,"A. VidalCM CDM",31,85,85,"FC Barcelona
2018 ~ 2021",181872,"180cm / 5'11""","75kg / 165lbs","Right",84,"CM",0,"Aug 6, 2018","N/A","€33M","€225K","€67.7M",394,76,75,82,83,78,386,77,76,68,82,83,362,67,62,74,84,75,420,86,85,85,79,85,423,93,84,83,82,81,81,254,82,86,86,16,4,2,4,2,4,2255,471,4,3,"High","High",4,"Normal (170-185)",64,80,80,79,84,84
NA,"M. MandžukićST LW",32,85,85,"Juventus
2015 ~ 2021",181783,"190cm / 6'3""","85kg / 187lbs","Right",83,"ST",0,"Jul 1, 2015","N/A","€30.5M","€170K","€50.3M",408,72,85,90,75,86,337,78,64,49,67,79,348,67,73,67,88,53,401,83,85,83,87,63,394,88,66,90,74,76,80,187,59,64,64,46,10,8,5,8,15,2121,449,3,3,"High","High",3,"Lean (185+)",70,80,71,76,66,86
NA,"I. PerišićLM",29,85,85,"Inter
2015 ~ 2022",181458,"186cm / 6'1""","80kg / 176lbs","Right",83,"RM",0,"Sep 1, 2015","N/A","€37.5M","€110K","€63.8M",404,83,79,80,81,81,394,84,73,75,77,85,405,84,88,78,81,74,414,84,84,89,78,79,374,65,69,85,79,76,80,170,64,52,54,38,6,7,10,9,6,2199,469,5,4,"Medium","Medium",3,"Lean (185+)",86,80,80,83,62,78
NA,"E. DžekoST",32,85,85,"Roma
2015 ~ 2022",180930,"193cm / 6'4""","80kg / 176lbs","Right",83,"ST",0,"Jul 1, 2015","N/A","€30.5M","€110K","€51.9M",389,63,89,83,77,77,352,76,65,54,72,85,307,65,66,57,83,36,389,86,66,76,82,79,339,58,50,89,75,67,83,102,58,28,16,63,9,11,13,15,15,1941,418,5,2,"Medium","Medium",3,"Lean (185+)",66,85,71,75,46,75
NA,"R. NainggolanCM CAM",30,85,85,"Inter
2018 ~ 2022",178518,"176cm / 5'9""","77kg / 170lbs","Right",85,"CDM",0,"Jul 1, 2018","N/A","€35.5M","€100K","€60.4M",366,73,75,59,84,75,387,80,73,68,81,85,396,78,73,76,87,82,416,84,76,93,77,86,399,88,86,86,76,63,84,259,83,86,90,55,11,11,14,8,11,2278,480,3,3,"High","High",3,"Stocky (170-185)",75,79,78,82,83,83
NA,"A. WitselCDM CM",29,85,85,"Borussia Dortmund
2018 ~ 2022",177413,"188cm / 6'2""","81kg / 179lbs","Right",83,"CDM",0,"Aug 17, 2018","N/A","€30M","€80K","€51M",387,69,71,81,89,77,383,78,69,68,84,84,369,67,73,77,85,67,399,78,76,86,82,77,399,81,80,75,80,83,92,248,83,80,85,36,5,7,7,10,7,2221,470,4,4,"Medium","High",3,"Lean (185+)",70,75,80,80,82,83
NA,"M. ÖzilCAM RW",29,85,85,"Arsenal
2013 ~ 2021",176635,"180cm / 5'11""","76kg / 168lbs","Left",84,"CAM",0,"Sep 2, 2013","N/A","€37.5M","€170K","€71.3M",376,83,73,51,89,80,417,84,84,77,82,90,374,73,69,79,83,70,316,70,48,67,57,74,307,44,24,81,91,67,83,59,24,16,19,50,6,14,10,6,14,1899,395,2,4,"Medium","Low",4,"Lean (170-185)",71,73,86,85,24,56
NA,"B. MatuidiCDM CM",31,85,85,"Juventus
2017 ~ 2020",170890,"180cm / 5'11""","75kg / 165lbs","Left",83,"CDM",0,"Aug 18, 2017","N/A","€26M","€140K","€42.9M",362,75,64,68,83,72,351,78,65,52,77,79,402,79,77,83,84,79,402,78,84,94,76,70,376,86,86,72,76,56,82,257,85,86,86,48,8,11,5,10,14,2198,469,2,2,"Medium","High",3,"Lean (170-185)",78,68,77,79,84,83
NA,"Filipe LuísLB",32,85,85,"Atlético Madrid
2015 ~ 2019",164169,"182cm / 6'0""","74kg / 163lbs","Left",83,"LWB",0,"Jul 28, 2015","N/A","€21.5M","€80K","€44.1M",353,86,59,72,80,56,386,77,74,75,77,83,372,76,75,74,85,62,362,71,69,89,73,60,371,81,84,71,70,65,88,248,78,84,86,49,11,15,9,9,5,2141,452,3,3,"High","Medium",3,"Lean (170-185)",75,62,78,78,81,78
NA,"PepeCB",35,85,85,"Porto
2019 ~ 2021",120533,"188cm / 6'2""","81kg / 179lbs","Right",83,"CB",0,"Jan 8, 2019","N/A","€9M","€20K","€18M",266,46,46,80,71,23,272,58,44,47,61,62,330,65,70,63,83,49,341,63,76,60,86,56,322,92,85,40,48,57,79,253,86,85,82,47,8,15,5,9,10,1831,402,3,2,"Medium","High",4,"Lean (185+)",68,51,57,61,85,80
NA,"Z. IbrahimovićST",36,85,85,"LA Galaxy
2018 ~ 2019",41236,"195cm / 6'5""","95kg / 209lbs","Right",83,"ST",0,"Mar 23, 2018","N/A","€14M","€15K","€21M",404,70,86,83,77,88,392,77,80,78,73,84,305,57,55,72,82,39,392,90,68,59,87,88,368,84,20,91,84,89,90,89,28,37,24,59,13,15,10,9,12,2009,410,4,5,"Medium","Low",5,"Normal (185+)",56,88,77,77,34,78
NA,"O. DembéléRW LW",21,84,92,"FC Barcelona
2017 ~ 2022",231443,"178cm / 5'10""","67kg / 148lbs","Left",84,"LW",8,"Aug 28, 2017","N/A","€46M","€170K","€103.5M",359,83,78,43,79,76,390,91,82,64,70,83,444,94,93,90,82,85,348,83,59,76,52,78,328,54,36,79,84,75,82,105,42,30,33,49,6,6,14,10,13,2023,434,5,4,"High","Low",3,"Lean (170-185)",93,79,79,88,36,59
NA,"F. de JongCM CDM",21,84,90,"Ajax
2015 ~ 2022",228702,"181cm / 5'11""","70kg / 154lbs","Right",83,"CM",6,"Aug 25, 2015","N/A","€42M","€20K","€68M",346,75,52,64,89,66,407,88,83,64,84,88,408,80,78,84,87,79,358,68,76,83,74,57,351,75,80,66,85,45,90,226,75,74,77,49,7,13,10,10,9,2145,458,3,4,"Medium","High",3,"Lean (170-185)",79,57,83,87,75,77
NA,"Marco AsensioLW RW LM",22,84,89,"Real Madrid
2015 ~ 2023",220834,"182cm / 6'0""","76kg / 168lbs","Left",83,"CAM",5,"Jul 1, 2015","N/A","€41.5M","€190K","€88.2M",381,82,80,57,83,79,410,85,83,76,81,85,404,85,82,79,82,76,369,86,58,76,61,88,316,45,45,82,82,62,83,121,40,42,39,50,13,9,6,12,10,2051,435,3,4,"High","Medium",3,"Normal (170-185)",83,82,82,84,43,61
NA,"C. LengletCB",23,84,90,"FC Barcelona
2018 ~ 2023",220440,"186cm / 6'1""","81kg / 179lbs","Left",83,"CB",6,"Jul 12, 2018","N/A","€36.5M","€160K","€82.1M",293,55,39,83,79,37,299,60,59,31,73,76,352,72,75,62,83,60,346,58,86,76,80,46,334,80,85,54,66,49,82,253,88,85,80,48,10,10,9,12,7,1925,416,4,2,"Medium","High",2,"Lean (185+)",74,45,67,66,85,79
NA,"N. FekirCAM",24,84,87,"Olympique Lyonnais
2013 ~ 2020",216594,"173cm / 5'8""","75kg / 165lbs","Left",84,"CAM",3,"Jul 1, 2013","N/A","€39.5M","€80K","€78M",374,83,82,49,83,77,415,90,81,80,75,89,413,79,79,84,80,91,389,84,64,77,82,82,339,73,28,81,81,76,89,93,31,37,25,61,15,9,8,14,15,2084,442,3,4,"High","Medium",3,"Stocky (170-185)",79,82,81,89,33,78
NA,"J. GiménezCB",23,84,88,"Atlético Madrid
2013 ~ 2023",216460,"185cm / 6'1""","80kg / 176lbs","Right",83,"CB",4,"Jul 1, 2013","N/A","€34M","€60K","€72.3M",263,47,37,81,68,30,241,47,36,44,58,56,314,69,70,56,76,43,362,72,90,67,85,48,263,89,85,24,27,38,73,261,88,86,87,52,9,11,7,10,15,1756,386,3,2,"Medium","High",2,"Normal (185+)",70,45,51,52,86,82
NA,"Alex TellesLB",25,84,86,"Porto
2016 ~ 2021",212462,"181cm / 5'11""","71kg / 157lbs","Left",83,"LWB",2,"Jul 13, 2016","N/A","€31M","€20K","€64.3M",378,89,65,74,83,67,416,82,87,79,86,82,395,84,85,73,83,70,396,80,81,92,68,75,384,78,80,76,74,76,80,240,80,81,79,58,13,8,12,11,14,2267,477,2,3,"High","Medium",3,"Lean (170-185)",85,71,83,81,80,77
NA,"N. SüleCB",22,84,90,"FC Bayern München
2017 ~ 2022",212190,"195cm / 6'5""","97kg / 214lbs","Right",82,"CB",6,"Jul 1, 2017","N/A","€36.5M","€80K","€67.5M",245,30,20,86,78,31,226,42,28,30,63,63,281,52,84,33,79,33,336,77,38,65,94,62,252,82,82,26,30,32,72,251,83,85,83,58,15,7,14,7,15,1649,378,3,2,"Medium","Medium",2,"Stocky (185+)",70,41,52,49,84,82
NA,"T. WernerST",22,84,87,"RB Leipzig
2016 ~ 2020",212188,"180cm / 5'11""","75kg / 165lbs","Right",83,"ST",3,"Jul 1, 2016","N/A","€40M","€80K","€71M",395,69,87,77,77,85,341,83,63,56,55,84,429,93,93,81,86,76,373,78,78,83,64,70,318,63,37,85,61,72,74,78,39,20,19,50,9,9,8,15,9,1984,428,4,3,"High","Medium",3,"Normal (170-185)",93,81,67,83,35,69
