"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Heading.accuracy","Long.passing","Ball.control","Total.movement","Jumping","Stamina","Strength","Total.mentality","Total.defending"
"F. Diagne",28,72,72,1,"Defender",2500000,15000,2,74,65,67,330,85,72,76,307,209
"Douglas",27,72,72,NA,"Defender",2600000,10000,3,49,69,70,400,75,66,54,318,217
"Álex Martínez",27,72,72,2,"Defender",2600000,7000,3,57,65,72,357,73,89,58,307,204
"J. Boye",31,72,72,1,"Defender",2100000,6000,2,75,60,58,347,81,71,75,266,206
"C. Ramírez",23,72,77,NA,"Defender",0,0,3,52,58,71,399,83,85,60,279,203
"A. Pantic",26,72,75,2,"Defender",3200000,8000,2,71,59,63,315,71,64,72,292,212
"Josué Sá",26,72,75,NA,"Defender",3200000,10000,3,72,64,68,291,54,70,76,257,218
"L. Menossi",24,72,75,0,"Defender",3900000,10000,3,47,70,72,414,82,86,34,330,198
"Adrián Marín",21,72,81,2,"Defender",4100000,10000,3,59,56,73,338,71,62,72,285,219
"D. Maresic",18,72,84,1,"Defender",4500000,7000,2,64,67,54,309,80,73,74,251,225
"O. Lewicki",25,72,74,1,"Defender",3200000,6000,2,62,64,64,363,94,87,70,328,215
"Fábio Cardoso",24,72,79,3,"Defender",3700000,4000,2,72,49,64,323,73,72,79,263,209
"N. Gyömbér",25,72,75,2,"Defender",3300000,4000,2,78,53,55,277,68,54,74,212,216
"A. Shabanov",26,72,75,2,"Defender",3200000,1000,2,73,75,48,291,65,68,72,225,217
"Iván López B",24,72,75,NA,"Defender",3300000,6000,3,60,66,71,368,67,66,67,314,213
"T. Kalas",25,72,76,2,"Defender",3400000,30000,2,73,50,64,352,81,74,76,282,214
"B. Bolingoli",23,72,77,2,"Defender",3500000,10000,3,58,57,68,403,84,91,76,332,196
"L. Štetina",26,72,74,1,"Defender",3100000,1000,2,71,68,54,288,53,67,89,258,210
"N. Lombaerts",33,72,72,1,"Defender",1300000,10000,2,75,69,65,223,33,62,77,282,222
"S. Klaiber",23,72,75,3,"Defender",3300000,10000,3,64,60,65,355,73,88,80,307,202
"U. Demirok",29,72,72,1,"Defender",2400000,15000,2,75,68,58,252,44,79,85,317,218
"G. Barry",37,72,72,0,"Defender",210000,15000,3,69,71,75,236,70,45,73,339,216
"J. Bottinelli",33,72,72,3,"Defender",1300000,10000,2,75,53,53,236,83,47,76,253,208
"Y. Al Shahrani",26,72,73,2,"Defender",3e+06,20000,3,54,66,70,393,52,78,58,326,205
"N. Boilesen",26,72,73,4,"Defender",3e+06,15000,3,66,66,70,355,75,78,65,308,211
"R. van Rhijn",27,72,72,0,"Defender",2600000,10000,3,69,70,70,368,69,74,67,305,211
"F. Fontanini",28,72,73,2,"Defender",2800000,15000,2,78,59,50,261,90,74,80,248,212
"C. Terzi",34,72,72,1,"Defender",950000,4000,2,70,52,58,286,86,77,77,273,214
"S. Moreira",23,72,77,2,"Defender",3500000,15000,3,56,67,64,350,53,78,62,306,215
"F. Moubandje  B",28,72,72,0,"Defender",2500000,20000,3,66,67,69,342,90,79,77,326,215
"F. Ballo-Touré",21,72,82,4,"Defender",4300000,30000,3,58,65,70,373,59,78,63,317,207
"Aythami Artiles",32,72,72,2,"Defender",1800000,8000,2,76,68,59,242,80,73,81,260,213
"J. Risdon",25,72,73,0,"Defender",3e+06,7000,3,53,60,68,361,92,85,79,288,216
"S. McKenna",21,72,83,4,"Defender",4700000,5000,2,70,50,48,276,76,70,89,243,210
"I. Nedelcearu",22,72,80,NA,"Defender",0,0,2,68,70,52,288,73,67,77,275,217
"Y. Ayhan",36,72,72,1,"Defender",425000,10000,2,76,64,60,198,32,66,75,250,216
"K. Reichel",31,72,72,1,"Defender",2e+06,20000,3,58,60,67,337,71,80,76,323,213
"E. Kwateng",21,72,79,0,"Defender",3700000,10000,3,68,66,70,334,60,69,60,271,216
"Ayrton",21,72,83,5,"Defender",4600000,1000,3,60,56,71,392,80,89,70,291,204
"A. Abdennour",28,72,72,NA,"Defender",2500000,30000,2,74,62,51,280,77,67,83,296,215
"P. Bardsley",33,72,72,1,"Defender",1200000,30000,3,71,67,71,309,73,73,76,332,228
"Jonas Damasto",34,72,72,2,"Defender",875000,15000,2,59,53,57,353,71,86,58,226,219
"P. Da Silva",38,72,72,NA,"Defender",0,0,2,80,60,57,253,79,55,81,285,213
"Thiago Cionek",32,72,72,1,"Defender",1800000,10000,2,66,52,56,323,91,62,83,247,217
"A. Struna",27,72,73,3,"Defender",2900000,6000,2,72,58,60,307,77,85,92,272,216
"M. Abarhoun",29,72,72,1,"Defender",2400000,10000,2,72,57,59,281,63,69,75,242,218
"L. Abram",22,72,81,2,"Defender",4200000,9000,2,76,50,58,302,88,72,75,270,207
"Joshuando Sá B",34,72,72,2,"Defender",875000,10000,2,67,61,61,334,48,70,72,305,214
"E. Berg",29,72,72,3,"Defender",2400000,6000,2,70,73,61,267,82,62,80,286,215
"S. Simič",23,72,75,NA,"Defender",3300000,10000,2,68,58,58,266,71,54,79,226,221
"K. Adénon",32,72,72,1,"Defender",1800000,15000,2,73,61,62,319,81,69,76,272,216
"J. Güemez",26,72,73,3,"Defender",3e+06,8000,3,62,66,71,329,83,77,86,339,209
"W. Kanon",24,72,75,3,"Defender",3300000,6000,2,68,55,59,310,72,73,84,254,222
"M. Oikonomou",25,72,76,3,"Defender",3400000,1000,2,72,57,53,253,77,61,86,232,217
"V. Salazar B",25,72,75,2,"Defender",3200000,15000,3,52,62,65,419,64,85,63,277,209
"M. Camara",21,72,82,4,"Defender",4400000,1000,3,69,65,70,328,63,88,83,308,216
"F. Jungwirth",29,72,72,0,"Defender",2400000,7000,2,65,69,63,295,71,76,69,305,214
"J. Ikoko",24,72,77,1,"Defender",3500000,15000,3,61,67,71,376,75,75,68,282,208
"C. Zimmermann",25,72,75,4,"Defender",3300000,20000,2,69,59,51,253,61,74,85,237,217
"Choi Chul Soon",31,72,72,4,"Defender",2e+06,9000,3,62,59,67,372,92,78,73,339,211
"Danilo B",26,72,73,1,"Defender",3e+06,10000,3,56,62,72,384,80,75,66,299,216
"N. Baker",27,72,73,2,"Defender",2900000,30000,2,74,40,48,269,72,62,83,239,214
"J. Komar",21,72,82,1,"Defender",4400000,9000,2,75,57,58,265,63,79,81,256,214
"Simao Mate",29,72,72,2,"Defender",2400000,5000,2,60,63,65,359,85,73,90,289,221
"T. Delaine",26,72,73,3,"Defender",3e+06,6000,3,64,67,73,357,82,85,75,317,204
"Jubal",24,72,75,1,"Defender",3300000,6000,2,72,35,63,294,85,70,74,257,208
"J. Bennett B",28,72,72,2,"Defender",2500000,30000,3,63,67,69,357,71,73,65,308,216
"M. Mantovani",33,72,72,NA,"Defender",1300000,15000,2,75,65,60,246,66,53,80,273,212
"J. Börner",27,72,73,0,"Defender",2900000,10000,2,75,59,56,309,87,72,82,302,208
"Sergi Palencia",22,72,80,NA,"Defender",3900000,20000,3,57,59,69,369,58,79,68,301,209
"Nacho Vidal B",23,72,79,3,"Defender",3700000,7000,3,62,65,71,365,66,75,66,281,202
"I. Runje",27,72,73,2,"Defender",2900000,8000,2,71,61,54,240,54,68,90,254,213
"Vigaray",23,72,77,0,"Defender",3500000,15000,3,67,48,67,345,65,73,67,294,218
"K. Rüegg",19,72,83,1,"Defender",4500000,5000,3,65,68,69,378,65,79,82,292,210
"C. Nhamoinesu",32,72,72,1,"Defender",1800000,1000,2,74,60,62,372,76,79,78,298,199
"J. Elez",24,72,76,2,"Defender",3400000,20000,2,68,63,68,278,68,65,81,323,211
"M. Jevtovic",24,72,76,1,"Defender",3400000,10000,2,71,73,65,285,62,70,78,334,215
"S. Muntari",33,72,72,0,"Defender",1300000,7000,3,60,69,71,291,75,54,86,360,210
"C. Trimmel",31,72,72,1,"Defender",2e+06,20000,3,64,62,67,357,54,87,80,323,204
"C. Jullien",25,72,76,2,"Defender",3400000,15000,2,80,61,69,310,76,74,87,269,204
"O. Alderete",21,72,82,3,"Defender",4400000,9000,2,71,72,63,336,76,78,84,300,208
"T. Leistner",27,72,72,2,"Defender",2600000,8000,2,68,57,61,296,69,72,85,286,209
"L. Mühl",21,72,80,2,"Defender",3900000,10000,2,66,67,66,315,65,65,81,253,213
"M. Rybus",28,72,72,1,"Defender",2500000,1000,3,47,65,70,379,74,74,60,346,214
"J. Barroso",33,72,72,1,"Defender",1300000,7000,2,74,64,65,330,89,78,78,298,216
"S. Hutchinson",28,72,72,1,"Defender",2500000,20000,2,66,71,67,325,75,58,72,325,217
"A. Cohen",29,72,72,2,"Defender",2400000,20000,3,63,63,69,367,90,87,66,344,220
"Fábio",27,72,72,2,"Defender",2600000,15000,3,58,66,73,393,74,55,61,345,212
"C. Mepham",20,72,81,4,"Defender",4200000,30000,2,67,59,66,311,74,69,75,271,218
"M. Peybernès",27,72,73,NA,"Defender",2900000,8000,2,72,59,60,254,62,65,78,252,218
"Patrick",27,72,72,1,"Defender",2600000,5000,3,56,57,72,369,75,70,59,321,215
"César",25,72,75,1,"Defender",3300000,5000,2,70,45,52,245,50,55,86,248,221
"U. Ćosić",25,72,76,1,"Defender",3400000,1000,2,66,50,57,330,68,68,76,217,222
"Djavan",30,72,72,2,"Defender",2200000,8000,3,64,52,71,349,72,83,76,312,208
"Alexandre Frandeira",30,72,72,2,"Defender",2300000,10000,2,65,64,57,249,60,64,90,265,210
"A. Tettey",32,72,72,1,"Defender",1800000,20000,2,62,64,63,344,74,76,79,320,213
"C. Fai",25,72,73,1,"Defender",3e+06,10000,3,53,62,64,422,92,83,64,300,215
"Y. Benalouane",31,72,72,1,"Defender",2100000,30000,2,68,61,59,282,77,51,77,288,210
"A. Esiti",24,72,77,1,"Defender",3500000,10000,2,70,61,58,264,48,81,93,319,217
"L. Rosić",25,72,75,NA,"Defender",3300000,8000,2,74,50,50,247,65,46,85,258,212
"R. James",18,72,85,3,"Defender",4900000,15000,3,58,68,72,362,70,75,78,308,209
"Sergio Sánchez",32,72,72,1,"Defender",1800000,8000,2,70,60,65,308,72,69,72,318,216
"S. Byram",24,72,75,NA,"Defender",3300000,30000,3,66,65,72,361,77,70,67,319,213
"L. Ariaudo",29,72,72,2,"Defender",2400000,10000,2,73,62,58,295,80,65,74,255,217
"Vágner Corraldo",30,72,72,2,"Defender",2200000,10000,3,50,51,69,381,69,76,64,314,211
"C. Mavinga",27,72,72,2,"Defender",2600000,6000,3,69,66,70,345,73,73,77,280,210
"Allison Sireo",30,71,71,2,"Defender",1800000,10000,2,75,45,49,281,57,61,77,273,211
"R. Gagliolo",28,71,71,2,"Defender",1900000,20000,2,66,55,65,373,88,76,74,240,212
"W. Saliba",17,71,88,4,"Defender",4200000,8000,2,67,52,58,304,73,68,76,265,210
"M. Valenzuela",19,71,81,2,"Defender",3200000,3000,3,53,54,65,376,73,75,62,321,214
"R. Pierre-Gabriel",20,71,81,4,"Defender",3300000,20000,3,61,52,69,368,72,75,67,293,206
"A. Caracciolo",28,71,71,NA,"Defender",1900000,3000,2,70,56,56,329,92,63,74,213,221
"Tobias Figueiredo",24,71,75,3,"Defender",2600000,20000,2,71,55,55,278,77,61,83,263,204
"Miltisco Paulino",30,71,71,2,"Defender",1800000,10000,2,73,66,56,313,77,56,77,272,213
"Jordi Calavera",22,71,77,2,"Defender",2700000,10000,3,53,62,71,379,72,85,72,298,198
"B. Barišić",25,71,74,3,"Defender",2400000,30000,3,68,67,73,362,69,72,73,289,204
"O. Deschacht",37,71,71,0,"Defender",160000,7000,2,68,60,57,268,47,67,72,289,216
"Kaio Pantaleão",22,71,76,2,"Defender",2700000,4000,3,59,71,68,286,76,60,78,255,214
"E. Burgos",26,71,74,0,"Defender",2500000,7000,2,71,48,57,267,53,77,85,267,210
"O. Hawsawi",32,71,71,1,"Defender",1400000,20000,2,68,48,48,325,80,74,86,265,201
"O. El Hajjam",27,71,71,1,"Defender",2e+06,10000,2,63,67,72,343,59,74,71,297,208
"G. Bellusci",28,71,71,1,"Defender",1900000,4000,2,68,63,63,305,59,70,70,310,214
"J. Lefort",24,71,76,2,"Defender",2700000,10000,2,64,61,68,319,63,81,71,281,212
"S. Grippo",29,71,71,1,"Defender",1800000,7000,2,80,60,60,284,80,72,84,320,193
"R. Bauer",23,71,75,NA,"Defender",2600000,10000,2,66,66,70,347,68,74,76,306,210
"S. Memišević",24,71,74,2,"Defender",2500000,6000,2,74,66,63,294,87,77,82,306,204
"B. Davies",22,71,79,2,"Defender",3e+06,8000,2,68,63,62,332,75,70,75,247,214
"Iago",26,71,74,1,"Defender",2500000,5000,2,63,46,58,271,69,64,84,257,222
"G. Pezzella",20,71,83,NA,"Defender",3700000,8000,3,68,66,71,357,58,78,78,296,203
"D. Kolovetsios",26,71,74,3,"Defender",2500000,1000,2,70,58,56,321,60,75,71,269,218
"João Pedro",21,71,79,4,"Defender",3e+06,6000,3,56,62,71,367,66,67,62,302,210
"Marcelo",28,71,71,1,"Defender",1900000,6000,2,69,66,53,317,85,57,71,241,215
"M. Friedrich",22,71,79,3,"Defender",3e+06,15000,2,71,68,55,293,69,62,76,250,216
"D. Khocholava",25,71,74,1,"Defender",2500000,1000,2,75,65,54,272,65,67,86,262,206
"J. Kirchhoff",27,71,72,0,"Defender",2200000,10000,2,75,70,66,281,54,54,81,290,216
"S. Rosted",23,71,76,2,"Defender",2700000,10000,2,71,62,59,293,65,67,79,284,213
"M. Targett B",22,71,80,3,"Defender",3100000,20000,3,58,62,70,345,60,67,67,307,213
"L. Faravelli",25,71,74,0,"Defender",2900000,10000,3,59,69,71,368,73,72,68,345,208
"Heitor Gesse",34,71,71,2,"Defender",675000,15000,2,58,58,64,363,62,73,51,318,209
"R. Benzar",26,71,72,NA,"Defender",0,0,2,61,63,64,359,56,73,70,312,208
"L. Vitale",30,71,71,2,"Defender",1700000,4000,3,58,67,70,386,80,91,65,316,191
"Pedro López",34,71,71,0,"Defender",675000,15000,3,53,64,71,347,66,62,63,326,215
"João Bardinho",34,71,71,2,"Defender",675000,15000,3,54,68,73,384,66,68,51,306,210
"P. SagnaB",27,71,71,1,"Defender",2e+06,5000,2,55,64,70,356,76,74,69,291,204
"C. Moritz",28,71,71,NA,"Defender",2400000,15000,3,63,68,72,332,68,84,69,340,209
"Dani Calvo",24,71,75,NA,"Defender",2600000,5000,2,67,56,61,268,80,66,82,286,207
"Alam Araújo",26,71,71,2,"Defender",2e+06,15000,2,69,71,62,358,58,70,66,265,223
"H. Türkmen",20,71,80,3,"Defender",3200000,10000,2,71,41,57,335,83,68,77,233,214
"M. Caire",29,71,71,0,"Defender",1800000,9000,3,72,57,63,371,84,90,64,304,202
"M. Torsiglieri",30,71,71,NA,"Defender",1800000,10000,2,76,66,52,222,62,64,90,294,209
"R. Rodríguez",30,71,71,0,"Defender",1800000,10000,2,73,63,65,322,75,78,86,314,210
"Ó. Cabezas",21,71,79,1,"Defender",3e+06,2000,2,66,50,60,322,78,77,84,269,206
"U. Radaković",24,71,77,2,"Defender",2800000,1000,2,72,63,48,254,69,54,90,234,213
"Koo Ja Ryong",26,71,73,3,"Defender",2400000,6000,2,75,49,60,350,81,79,75,245,204
"D. Fry",20,71,83,4,"Defender",3800000,20000,2,72,46,62,297,76,65,74,256,212
"R. Leeuwin",30,71,71,1,"Defender",1800000,9000,2,76,65,63,314,90,71,80,288,207
"M. Bianchetti",25,71,72,3,"Defender",2300000,4000,2,69,56,52,311,71,67,81,247,211
"J. Larsson",28,71,71,2,"Defender",1900000,15000,3,58,67,65,387,72,91,71,335,188
"M. Zimmermann",26,71,72,1,"Defender",2300000,15000,2,54,55,69,352,69,77,68,294,214
"Osmar",30,71,71,2,"Defender",1800000,6000,3,71,72,59,236,66,91,93,341,208
"M. Capuano",26,71,71,2,"Defender",2100000,10000,2,70,59,55,329,77,74,85,243,211
"J. Zimmer",24,71,76,3,"Defender",2600000,15000,2,40,59,70,398,76,84,64,297,204
"C. Săpunaru",34,71,71,0,"Defender",725000,9000,2,69,64,66,322,67,67,80,354,201
"Afonso Figueiredo",25,71,74,1,"Defender",2400000,6000,3,65,61,69,382,70,75,56,301,207
"Pablo Marí",24,71,76,NA,"Defender",2700000,6000,2,73,63,62,262,64,66,83,232,212
"D. Lenihan",24,71,75,3,"Defender",2600000,20000,2,62,59,58,306,73,72,73,295,216
"A. Callens",26,71,74,0,"Defender",2500000,6000,2,71,69,56,290,74,72,77,251,211
"M. Coronel",29,71,71,1,"Defender",1800000,10000,2,71,57,59,268,92,45,73,244,215
"Hong Chul",27,71,71,3,"Defender",2e+06,6000,3,58,65,70,408,84,83,76,297,198
"Miguelón",22,71,78,0,"Defender",2800000,15000,3,64,61,72,353,72,71,62,285,208
"L. Fuentes",31,71,71,2,"Defender",1600000,15000,3,72,67,68,347,81,75,71,330,211
"Yun Young Sun",29,71,71,1,"Defender",1800000,6000,2,67,58,51,338,65,76,85,286,197
"Paulinho",26,71,71,1,"Defender",2e+06,7000,3,55,54,72,390,79,85,60,303,200
"A. Çalık",24,71,73,2,"Defender",2400000,20000,2,74,64,62,327,81,76,72,272,212
"O. Boscagli",20,71,80,2,"Defender",3200000,10000,3,68,65,71,329,71,73,69,301,211
"E. Muñoz",27,71,73,1,"Defender",2300000,15000,2,74,55,54,230,79,67,78,218,213
"F. Calvo",25,71,72,1,"Defender",2300000,5000,2,72,68,60,343,79,74,73,295,209
"C. Molinaro",34,71,71,0,"Defender",675000,10000,3,63,61,64,339,74,65,68,329,219
"C. Christie B",25,71,74,2,"Defender",2400000,30000,3,63,60,69,361,70,76,74,314,205
"D. Grigore",31,71,71,NA,"Defender",0,0,2,72,66,49,314,69,67,80,303,205
"João Afonso",28,71,71,0,"Defender",1900000,7000,2,75,52,58,249,73,68,85,240,215
"R. Petretta",21,71,80,3,"Defender",3100000,10000,3,54,65,73,375,68,75,67,291,210
"Felipe",31,71,71,2,"Defender",1600000,20000,2,71,62,63,229,70,31,86,260,212
"H. Afful B",32,71,71,0,"Defender",1300000,6000,3,55,66,72,382,75,79,62,331,201
"S. Decarli",26,71,73,1,"Defender",2400000,15000,2,71,55,60,311,65,65,77,257,216
"F. Díaz",34,71,71,4,"Defender",675000,3000,3,64,63,72,377,88,70,61,324,217
"L. Hejda",28,71,72,3,"Defender",2200000,1000,2,77,59,56,303,57,75,81,240,214
"E. Bergström",25,71,75,2,"Defender",2600000,10000,2,72,53,51,295,79,78,84,233,215
"C. N'Doye",32,71,71,NA,"Defender",1800000,15000,3,78,68,73,272,85,87,94,348,202
"D. Muñoz",22,71,79,3,"Defender",3e+06,4000,3,60,56,58,386,66,85,68,288,202
"J. Abella",24,71,75,4,"Defender",2600000,10000,2,59,61,67,355,66,81,58,294,207
"Àngel Rangel",35,71,71,1,"Defender",5e+05,5000,3,72,69,73,294,75,60,73,337,221
"Jorge Sáenz",21,71,82,1,"Defender",3600000,5000,2,67,60,65,321,80,84,78,306,209
"Bressan",25,71,74,1,"Defender",2500000,5000,2,73,55,64,319,81,71,73,251,206
"R. Keogh",31,71,71,2,"Defender",1600000,20000,2,73,65,60,290,72,75,76,283,212
"Germán",31,71,71,2,"Defender",1600000,7000,2,71,61,65,269,71,85,81,281,205
"S. Malezas",33,71,71,0,"Defender",950000,1000,2,69,56,58,264,63,59,77,240,217
"W. Lautoa",30,71,71,1,"Defender",1800000,9000,2,65,58,62,309,79,64,84,277,206
"R. Řezník",29,71,71,3,"Defender",1800000,1000,3,62,59,67,362,70,71,75,303,210
"E. Valentini",29,71,71,1,"Defender",1800000,15000,3,55,62,71,364,68,78,71,317,202
"J. Lopera",31,71,71,1,"Defender",1600000,2000,3,71,66,69,324,82,80,75,329,209
"B. Sagna B",35,71,71,0,"Defender",5e+05,4000,3,77,65,73,325,86,64,80,327,215
"MossaB",29,71,71,2,"Defender",1800000,8000,3,57,66,67,357,74,88,66,302,195
"Welinton",29,71,71,1,"Defender",1800000,10000,2,75,65,52,301,80,70,78,295,215
"A. Caci B",21,71,82,3,"Defender",3600000,8000,3,66,67,65,348,73,72,73,299,214
"M. Bjärsmyr",32,71,71,0,"Defender",1400000,9000,2,62,53,53,292,83,61,77,248,214
"Claiton",33,71,71,3,"Defender",950000,3000,2,69,47,56,279,82,53,89,209,205
"M. Milligan",32,71,71,1,"Defender",1400000,6000,2,68,73,66,327,76,70,78,350,206
"J. Czerwiński",26,71,73,2,"Defender",2400000,6000,2,68,58,54,309,76,78,80,247,207
"J. Mattheij",25,71,74,0,"Defender",2500000,5000,2,77,60,59,245,78,76,83,249,210
"M. Korhut",29,71,71,NA,"Defender",0,0,3,59,53,69,360,64,71,66,280,213
"J. Gradit",25,71,74,1,"Defender",2500000,15000,2,61,59,66,333,83,82,76,256,214
"H. Palacios B",25,71,74,1,"Defender",2400000,4000,2,59,66,58,379,53,93,74,298,204
"S. Risvanis",24,71,76,NA,"Defender",0,0,2,68,60,52,286,77,64,74,275,216
"E. Aguirre",21,71,82,4,"Defender",4e+06,15000,3,55,70,70,397,68,79,66,317,191
"Edu Machado",28,71,71,1,"Defender",1900000,6000,3,64,30,71,366,72,75,62,285,218
"H. Dean",26,71,73,4,"Defender",2400000,15000,2,71,61,59,283,83,65,78,235,209
"O. Vranješ",28,71,72,3,"Defender",2200000,10000,2,71,54,55,325,67,69,75,324,210
"M. Yumlu",30,71,71,0,"Defender",1800000,10000,2,76,59,51,221,68,68,84,255,205
"A. Milošević",26,71,74,1,"Defender",2500000,30000,2,72,65,59,295,32,66,80,317,209
"J. El Yamiq",26,71,74,NA,"Defender",2500000,4000,2,72,59,58,332,74,63,75,259,211
"A. Briseño",24,71,76,0,"Defender",2700000,7000,2,70,44,61,320,92,76,74,272,208
"Z. Erdal",30,71,71,1,"Defender",1700000,9000,2,58,64,62,339,64,78,71,290,212
"Elsinho",28,71,71,0,"Defender",1900000,4000,3,57,60,75,335,73,91,79,315,197
"T. Ream",30,71,71,1,"Defender",1800000,30000,2,68,69,71,332,74,67,72,286,209
"T. Darikwa",26,71,72,2,"Defender",2300000,30000,3,52,54,66,371,60,85,74,315,207
"I. Pillud B",32,71,71,1,"Defender",1300000,10000,2,65,63,64,344,77,70,82,322,216
"G. Achilier",33,71,71,3,"Defender",950000,7000,2,71,37,53,244,76,70,82,237,214
"Z. BergdichB",29,71,71,1,"Defender",1800000,6000,3,64,66,71,374,86,70,79,302,208
"R. Mphahlele  B",28,71,71,4,"Defender",1900000,1000,3,63,67,72,333,63,73,71,252,223
"M. Bani",24,71,76,1,"Defender",2700000,9000,2,68,52,52,292,75,66,79,187,215
"J. Lewis",20,71,82,4,"Defender",3600000,10000,3,52,61,68,368,72,86,62,275,210
"J. Velázquez",27,71,73,3,"Defender",2300000,15000,2,73,50,52,314,73,70,77,272,223
"A. Jędrzejczyk",30,71,71,1,"Defender",1800000,7000,2,73,67,65,335,75,75,78,277,201
"M. Madl",30,71,71,2,"Defender",1800000,10000,2,70,63,61,289,77,89,77,289,209
"C. Araujo",36,71,71,1,"Defender",275000,8000,4,55,64,77,329,75,70,65,294,239
"M. Hartmann",30,71,71,1,"Defender",1800000,10000,2,71,64,56,256,41,82,85,319,215
"Dodô",19,71,82,3,"Defender",3400000,3000,3,50,59,72,435,83,69,60,270,198
"M. Spiranovic",30,71,71,2,"Defender",1800000,5000,2,72,54,52,268,47,69,81,251,215
"A. Nukan",24,71,75,1,"Defender",2600000,20000,2,75,68,59,208,65,34,90,267,206
"S. Yago",25,71,74,NA,"Defender",2400000,6000,3,67,66,68,345,75,76,74,316,206
"E. Perlaza",29,71,71,4,"Defender",1800000,3000,2,53,62,64,360,70,90,67,280,204
"Saberto Botelho",30,71,71,2,"Defender",1800000,10000,2,69,66,62,323,72,82,80,297,219
"S. Iacoponi",31,71,71,2,"Defender",1600000,20000,2,65,30,63,372,68,87,63,243,205
"R. van Drongelen",19,71,83,3,"Defender",3600000,4000,2,70,65,60,304,75,65,79,256,217
"E. Godoy",24,71,74,NA,"Defender",2500000,5000,2,66,59,56,295,74,74,80,242,207
"V. Nelsson",19,71,82,2,"Defender",3500000,4000,2,68,66,64,319,71,75,80,269,211
"David García",36,71,71,3,"Defender",325000,6000,2,72,62,68,271,72,55,76,282,210
"Dani Castellano B",30,71,71,1,"Defender",1700000,8000,3,61,62,69,360,71,68,75,301,206
"C. Yambéré",27,71,73,0,"Defender",2300000,9000,2,70,52,56,266,74,61,80,267,210
"M. Correia",29,71,71,1,"Defender",1800000,8000,2,67,61,67,315,79,62,76,277,205
"D. Burn",26,71,73,3,"Defender",2400000,30000,2,73,60,53,208,55,63,89,273,210
"L. Agbenyenu",21,71,79,NA,"Defender",3e+06,10000,2,59,55,67,387,86,78,65,291,210
"J. Sánchez",28,71,71,1,"Defender",1900000,20000,3,60,65,71,389,74,69,57,300,213
"G. Tzavellas",30,71,71,2,"Defender",1800000,9000,2,62,70,69,330,76,70,78,311,207
"M. Gazzola",33,71,71,2,"Defender",9e+05,20000,3,64,60,72,350,67,78,69,294,199
"V. Regini",27,71,71,NA,"Defender",2e+06,9000,2,64,60,64,331,67,66,71,265,226
"M. Olsson B",30,71,71,0,"Defender",1700000,15000,3,60,65,70,364,73,77,72,318,212
"M. Franke",25,71,75,NA,"Defender",2600000,10000,2,76,48,48,233,54,63,90,222,211
"B. Wright",25,71,74,1,"Defender",2500000,20000,2,70,44,63,315,80,70,79,272,209
"T. Elphick",30,71,71,0,"Defender",1800000,10000,2,71,50,62,246,73,52,80,238,207
"M. Domizzi",38,71,71,0,"Defender",160000,3000,2,76,55,50,221,73,34,78,287,217
"P. Oniangué",29,71,71,3,"Defender",1800000,15000,3,77,66,69,315,79,78,85,330,209
"J. Cooper",23,71,75,2,"Defender",2600000,8000,2,80,60,56,270,77,72,80,259,211
"J. Forlín",30,71,71,0,"Defender",1800000,8000,2,70,58,63,319,80,74,71,299,213
"S. Malone",27,71,71,2,"Defender",2e+06,20000,3,57,64,68,352,71,75,69,319,202
"G. Berardi",29,71,71,1,"Defender",1800000,30000,2,57,57,64,362,84,82,71,313,213
"S. Medojević",27,71,71,0,"Defender",2e+06,10000,2,71,69,69,328,70,68,75,307,216
"T. Derijck",31,71,71,1,"Defender",1600000,10000,2,73,66,60,276,53,67,74,297,209
"M. Hanousek",25,71,74,3,"Defender",2400000,1000,2,61,54,65,388,77,82,69,274,191
"P. Díaz",23,71,77,2,"Defender",2800000,20000,2,71,71,67,334,85,76,77,287,209
"D. Contento",28,71,71,1,"Defender",1900000,15000,3,66,66,70,341,66,69,65,304,215
"H. DalsgaardB",28,71,71,1,"Defender",1900000,30000,3,62,58,67,359,65,70,73,322,209
"S. Ben Youssef",29,71,71,1,"Defender",1800000,10000,2,67,51,53,264,83,73,85,274,213
"M. Colin",26,71,72,4,"Defender",2300000,15000,3,64,66,70,360,91,77,71,294,212
"A. Turan",34,71,71,1,"Defender",725000,10000,2,73,63,58,217,62,33,76,287,211
"M. Pazdan",30,71,71,1,"Defender",1800000,15000,2,66,64,65,298,86,57,75,293,209
"A. Yiadom",26,71,72,3,"Defender",2300000,20000,3,53,55,67,379,69,78,65,289,208
"S. Posch",21,71,79,4,"Defender",3e+06,15000,2,68,45,44,273,72,63,72,230,223
"C. Gülselam",30,71,71,1,"Defender",1800000,9000,2,80,63,64,276,48,69,90,289,218
"M. Mavraj",32,71,71,1,"Defender",1400000,15000,2,77,45,55,225,70,62,77,260,218
"Raphael Rossi",27,71,72,2,"Defender",2200000,20000,2,79,42,52,269,76,56,87,263,202
"J. de Wijs",23,71,75,2,"Defender",2600000,15000,2,70,64,60,239,72,69,88,250,207
"T. Beugelsdijk",27,71,71,2,"Defender",2e+06,7000,3,73,51,55,222,72,64,81,270,213
"M. Aarons",18,71,85,5,"Defender",4400000,8000,3,52,56,71,398,52,80,56,274,213
